,date,ch.kof.stringency.ag.stringency_plus,ch.kof.stringency.ai.stringency_plus,ch.kof.stringency.ar.stringency_plus,ch.kof.stringency.be.stringency_plus,ch.kof.stringency.bl.stringency_plus,ch.kof.stringency.bs.stringency_plus,ch.kof.stringency.ch.stringency_plus,ch.kof.stringency.fr.stringency_plus,ch.kof.stringency.ge.stringency_plus,ch.kof.stringency.gl.stringency_plus,ch.kof.stringency.gr.stringency_plus,ch.kof.stringency.ju.stringency_plus,ch.kof.stringency.lu.stringency_plus,ch.kof.stringency.ne.stringency_plus,ch.kof.stringency.nw.stringency_plus,ch.kof.stringency.ow.stringency_plus,ch.kof.stringency.sg.stringency_plus,ch.kof.stringency.sh.stringency_plus,ch.kof.stringency.so.stringency_plus,ch.kof.stringency.sz.stringency_plus,ch.kof.stringency.tg.stringency_plus,ch.kof.stringency.ti.stringency_plus,ch.kof.stringency.ur.stringency_plus,ch.kof.stringency.vd.stringency_plus,ch.kof.stringency.vs.stringency_plus,ch.kof.stringency.zg.stringency_plus,ch.kof.stringency.zh.stringency_plus
99,2020-04-09,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588
100,2020-04-10,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588
101,2020-04-11,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588
102,2020-04-12,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588
103,2020-04-13,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588
104,2020-04-14,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588
105,2020-04-15,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588
106,2020-04-16,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588
107,2020-04-17,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588
108,2020-04-18,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588
109,2020-04-19,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588
110,2020-04-20,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588
111,2020-04-21,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588
112,2020-04-22,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588
113,2020-04-23,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588
114,2020-04-24,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588
115,2020-04-25,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588
116,2020-04-26,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588
117,2020-04-27,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588
118,2020-04-28,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588
119,2020-04-29,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588
120,2020-04-30,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588
121,2020-05-01,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588
122,2020-05-02,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588
123,2020-05-03,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588
124,2020-05-04,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588
125,2020-05-05,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588
126,2020-05-06,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588
127,2020-05-07,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588
128,2020-05-08,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588
129,2020-05-09,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588
130,2020-05-10,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588,73.33333588
131,2020-05-11,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0
132,2020-05-12,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0
133,2020-05-13,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0
134,2020-05-14,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0
135,2020-05-15,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0
136,2020-05-16,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0
137,2020-05-17,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0
138,2020-05-18,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0
139,2020-05-19,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0
140,2020-05-20,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0
141,2020-05-21,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0
142,2020-05-22,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0
143,2020-05-23,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0
144,2020-05-24,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0
145,2020-05-25,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0
146,2020-05-26,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0
147,2020-05-27,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0
148,2020-05-28,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0
149,2020-05-29,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0
150,2020-05-30,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0
151,2020-05-31,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0
152,2020-06-01,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0
153,2020-06-02,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0
154,2020-06-03,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0
155,2020-06-04,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0
156,2020-06-05,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0
157,2020-06-06,48.33333206,48.33333206,48.33333206,48.33333206,48.33333206,48.33333206,48.33333206,48.33333206,48.33333206,48.33333206,48.33333206,48.33333206,48.33333206,48.33333206,48.33333206,48.33333206,48.33333206,48.33333206,48.33333206,48.33333206,48.33333206,48.33333206,48.33333206,48.33333206,48.33333206,48.33333206,48.33333206
158,2020-06-07,48.33333206,48.33333206,48.33333206,48.33333206,48.33333206,48.33333206,48.33333206,48.33333206,48.33333206,48.33333206,48.33333206,48.33333206,48.33333206,48.33333206,48.33333206,48.33333206,48.33333206,48.33333206,48.33333206,48.33333206,48.33333206,48.33333206,48.33333206,48.33333206,48.33333206,48.33333206,48.33333206
159,2020-06-08,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206
160,2020-06-09,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206
161,2020-06-10,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206
162,2020-06-11,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206
163,2020-06-12,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206
164,2020-06-13,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206
165,2020-06-14,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206,43.33333206
166,2020-06-15,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206
167,2020-06-16,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206
168,2020-06-17,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206
169,2020-06-18,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206
170,2020-06-19,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206
171,2020-06-20,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206
172,2020-06-21,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206,40.83333206
173,2020-06-22,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206
174,2020-06-23,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206
175,2020-06-24,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206
176,2020-06-25,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206
177,2020-06-26,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206
178,2020-06-27,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206
179,2020-06-28,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206
180,2020-06-29,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206
181,2020-06-30,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,38.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206
182,2020-07-01,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,38.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206
183,2020-07-02,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,38.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206
184,2020-07-03,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,38.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206,35.83333206,33.33333206,33.33333206,33.33333206,33.33333206,33.33333206
