,importances_mean,importances_std
death_inz_entries_7dayAverage_longtermTrend,-1.518506239196228e-07,5.291870063246255e-08
Cases inz_entries male_weekMean_1,-1.6809873549005276e-07,8.782878467286463e-08
Cases inz_entries 20 - 39_weekMean_1,-1.6988586757403847e-07,6.668809034924372e-08
precipitation_future_day_5,-1.8329732057282504e-07,2.6134147494268472e-08
precipitation_future_day_0,-1.9078585381984268e-07,5.129604534037961e-09
death_inz_entries_7dayAverage_range_2,-1.9573385016417779e-07,1.6245903865230742e-07
Cases inzsumTotal female_weekMean_2,-1.9639503271032603e-07,3.2040981371528476e-07
test_entries_weekMean_0,-1.9742453952807745e-07,2.2635244513854737e-07
case_inz_entries_7dayAverage_last_2,-2.050007921907673e-07,1.2715716974592697e-07
testPositvity_7dayAverage_range_0,-2.0856981610035963e-07,1.407159198834311e-07
ICU_Covid19Patients_inz_weekMean_1,-2.103435180609691e-07,1.3393518350093197e-07
case_inz_entries_weekMean_2,-2.1041749356533712e-07,1.2673168334082143e-07
Death inz_entries female_weekMean_1,-2.24015273836615e-07,7.655442320456164e-08
death_inz_entries_7dayAverage_median_0,-2.24345504253585e-07,1.7960162199884714e-07
transit_stations_percent_change_from_baseline_7dayAverage_shortTrend_0,-2.257195972860419e-07,2.7299335871473245e-07
precipitation_future_day_1,-2.588731904496844e-07,3.3616780563154525e-08
workplaces_percent_change_from_baseline_7dayAverage_shortTrend_0,-2.603208510622073e-07,1.888465473543154e-07
death_inz_entries_7dayAverage_range_0,-2.7097992892721834e-07,5.608628997671872e-08
Hosp inzsumTotal male_weekMean_2,-2.956106026238059e-07,1.1771692392398313e-07
death_inz_entries_7dayAverage_range_1,-3.1038348731209e-07,2.872448948711778e-07
case_inz_entries_7dayAverage_longtermTrend,-3.305319357774054e-07,4.695531787124843e-08
precipitation_future_day_2,-3.631183415691956e-07,2.1452310215604874e-08
Borders_weekMean_1,-3.6922608241138443e-07,6.206922222841113e-07
precipitation_future_day_4,-3.8812698851620284e-07,2.3164421104484727e-08
precipitation_future_day_3,-3.926330930089121e-07,5.8712702961526624e-08
workplaces_percent_change_from_baseline_7dayAverage_median_1,-4.041330597672485e-07,6.694230543442894e-07
Hosp inzsumTotal male_weekMean_0,-4.047399570015825e-07,6.426090597152445e-08
Total_FreeCapacity_inz_weekMean_1,-4.374538391396917e-07,1.9198315653079432e-07
Cases inzsumTotal 60+_weekMean_2,-4.434184299285243e-07,9.327148203634958e-07
Total_NonCovid19Patients_inz_weekMean_2,-4.5094237414338486e-07,3.4919870826991176e-07
"Cultural, entertainment and recreational facilities_weekMean_0",-4.567319497145346e-07,5.4427533051664e-07
workplaces_percent_change_from_baseline_7dayAverage_shortTrend_2,-4.61762236943393e-07,3.3010675644340287e-07
Borders_weekMean_0,-4.820059200452698e-07,2.75275278570103e-07
transit_stations_percent_change_from_baseline_7dayAverage_range_1,-4.990041416610881e-07,1.3437469390581384e-07
test_entries_7dayAverage_weekMean_0,-5.134757585582763e-07,3.7229241137266884e-07
temp_max_future_day_5,-5.192787328740398e-07,6.094797142097665e-07
case_inz_entries_7dayAverage_range_1,-5.364929190322665e-07,3.0477594643312523e-07
Death inzsumTotal female_weekMean_0,-5.697831982179802e-07,2.1916337401417912e-07
Shops/Markets_weekMean_1,-5.81535874085294e-07,4.3004215438543894e-07
temp_min_future_day_2,-6.324044746319323e-07,2.687053680526227e-07
testPositvity_7dayAverage_shortTrend_2,-6.363312481599088e-07,4.6137479050487533e-07
ICU_FreeCapacity_inz_weekMean_0,-6.405559319481047e-07,1.4629469887237833e-06
"Cultural, entertainment and recreational facilities_weekMean_1",-6.418426350421987e-07,8.896058885898267e-07
parks_percent_change_from_baseline_7dayAverage_weekMean_2,-6.632757626695226e-07,1.1223897119007769e-06
Total_Covid19Patients_inz_weekMean_1,-6.636268913625711e-07,2.9562757494836397e-07
Hosp inz_entries 40 - 59_weekMean_2,-6.811229532178434e-07,2.8739351617850836e-07
transit_stations_percent_change_from_baseline_7dayAverage_shortTrend_1,-6.878802193846164e-07,6.273111864074079e-08
workplaces_percent_change_from_baseline_7dayAverage_last_0,-6.93855745682783e-07,1.805881281446242e-07
Cases inzsumTotal 40 - 59_weekMean_2,-7.01038461213728e-07,1.7713535102235284e-07
meanNeighborIncidence_weekMean_0,-7.364189131763141e-07,1.8377551117653534e-07
workplaces_percent_change_from_baseline_7dayAverage_range_1,-7.411460341971493e-07,5.836922254454915e-07
ICU_Capacity_inz_weekMean_2,-7.42428705116367e-07,5.981490255601665e-07
Hosp inz_entries 40 - 59_weekMean_1,-7.846671962393001e-07,1.7699518981509708e-07
temp_min_weekMean_1,-8.095296337005997e-07,3.873279210894663e-07
temp_max_future_day_3,-8.399694476457758e-07,3.114223733706502e-07
temp_max_future_day_4,-8.635539210068198e-07,3.689561512928444e-07
Total_AllPatients_inz_weekMean_2,-9.152828652984673e-07,3.1624598120359863e-07
"Upper secondary school, vocational schools and higher education_weekMean_2",-9.331521778957941e-07,3.447703542035374e-07
Hosp inz_entries female_weekMean_0,-9.370405594705473e-07,4.892503083506257e-07
temp_max_futureWeekMean_0,-9.436436930064214e-07,6.330162253347469e-07
precipitation_weekMean_0,-9.500673241572477e-07,4.090204364914113e-07
workplaces_percent_change_from_baseline_weekMean_0,-9.756460610144948e-07,7.109361855409329e-08
test_inz_entries_weekMean_0,-9.834399883638587e-07,1.5311254557295714e-07
temp_min_future_day_3,-9.935132084751319e-07,1.8028084606568692e-07
ICU_Covid19Patients_inz_weekMean_2,-1.008843474662466e-06,2.584719692752467e-07
intervistaMob_7dayAverage_weekMean_2,-1.0249111267947048e-06,1.0105657859931338e-06
Cases inzsumTotal 60+_weekMean_0,-1.0260345974078813e-06,6.128850940859197e-07
temp_max_future_day_1,-1.0863044412149367e-06,7.925626580479199e-07
maxNeighborIncidence_weekMean_1,-1.1198217616570188e-06,4.149782854817761e-07
parks_percent_change_from_baseline_weekMean_0,-1.1255542278250028e-06,2.5500589667882114e-07
Death inzsumTotal male_weekMean_2,-1.159187273255466e-06,1.6979287143297246e-07
Death inzsumTotal female_weekMean_1,-1.164026385188266e-06,2.0172971276829333e-07
Universities and other educational establishments_weekMean_2,-1.1760004698186266e-06,2.5325659921201915e-07
Mountain railways_weekMean_0,-1.2152403877982789e-06,2.7758030091005903e-07
Hosp inz_entries female_weekMean_1,-1.2560526343349116e-06,4.242558324922196e-07
temp_max_future_day_2,-1.2633431830877872e-06,5.362601764562535e-07
Hosp inz_entries 40 - 59_weekMean_0,-1.2757076199023613e-06,3.161751541629919e-07
temp_min_future_day_1,-1.2795432223474367e-06,2.889642129297492e-07
death_inzsumTotal_weekMean_0,-1.3331962357755008e-06,3.8376133183361886e-08
transit_stations_percent_change_from_baseline_7dayAverage_range_2,-1.3761906106416832e-06,3.746788887199755e-07
Penalties_weekMean_1,-1.411324080125031e-06,3.5385172518688847e-07
Cases inzsumTotal 60+_weekMean_1,-1.4376183162190249e-06,3.929644958290866e-07
Death inzsumTotal female_weekMean_2,-1.5094058244235824e-06,2.2187791144331282e-07
residential_percent_change_from_baseline_weekMean_2,-1.5168797979106702e-06,7.289976000436545e-07
test_inz_entries_7dayAverage_weekMean_0,-1.5413407750950337e-06,2.3771351110537374e-07
maxNeighborIncidence_weekMean_0,-1.5549275100311572e-06,7.046303332794465e-07
death_inzsumTotal_weekMean_1,-1.5593674366495532e-06,6.625469116437571e-08
Death inzsumTotal male_weekMean_1,-1.587072133797077e-06,2.426740953893847e-07
death_inzsumTotal_weekMean_2,-1.602781675454773e-06,8.800773771799895e-08
temp_max_future_day_0,-1.6284993419178172e-06,7.474237293859568e-07
ICU_Capacity_inz_weekMean_0,-1.679267232228515e-06,6.162384282435628e-07
temp_min_future_day_0,-1.68720275638102e-06,2.5550406805007973e-07
ICU_Capacity_inz_weekMean_1,-1.6894633630717493e-06,5.504641957414921e-07
R_error_weekMean_2,-1.7396362957788643e-06,5.474737767944545e-07
testPositvity_7dayAverage_longtermTrend,-1.7616606312440387e-06,2.274978202735741e-07
Shops/Markets_futureWeekMean_0,-1.7761602694033387e-06,3.538336159710864e-07
hosp_inzsumTotal_weekMean_0,-1.7804226391218442e-06,1.3831227532373246e-07
hosp_inzsumTotal_weekMean_1,-1.8180184495557956e-06,1.3295135729350767e-07
hosp_inzsumTotal_weekMean_2,-1.819469028396044e-06,9.281073104393134e-08
Death inzsumTotal male_weekMean_0,-1.8551756786007023e-06,2.1294778250482466e-07
parks_percent_change_from_baseline_weekMean_1,-1.9953988751050505e-06,7.13691044343772e-07
Hosp inzsumTotal 40 - 59_weekMean_0,-2.0605650186950864e-06,2.9504291993422946e-07
temp_min_future_day_5,-2.0700319691478817e-06,8.970994873937986e-08
workplaces_percent_change_from_baseline_7dayAverage_range_2,-2.128806174167986e-06,1.0680080517826585e-06
Shops/Markets_weekMean_0,-2.1310477496208018e-06,9.241318304120732e-07
Hosp inzsumTotal female_weekMean_0,-2.213377057451709e-06,3.850506465607399e-07
parks_percent_change_from_baseline_7dayAverage_weekMean_1,-2.238251105066407e-06,5.430618398573406e-07
DoctorsPer100Kinhabitants,-2.2527890724212973e-06,2.180169090538783e-07
Hosp inzsumTotal female_weekMean_1,-2.291142759151886e-06,4.317643923491728e-07
temp_min_future_day_4,-2.294275209915224e-06,2.4142474009545356e-07
Hosp inzsumTotal 40 - 59_weekMean_1,-2.367866873198977e-06,3.0892931742063737e-07
R_error_weekMean_0,-2.4177785774547653e-06,4.3174165266739455e-07
Hosp inz_entries female_weekMean_2,-2.423235663335881e-06,5.032378179846705e-07
Hosp inzsumTotal female_weekMean_2,-2.464964327520444e-06,4.757710382873087e-07
Hosp inzsumTotal 40 - 59_weekMean_2,-2.491550574661573e-06,3.213090938041881e-07
Total_NonCovid19Patients_inz_weekMean_1,-2.5300369623075004e-06,2.347295361229831e-07
Mountain railways_futureWeekMean_0,-2.573556649546364e-06,5.719552927435041e-07
Total_AllPatients_inz_weekMean_1,-2.6081368324630626e-06,1.8936316590279616e-07
Total_NonCovid19Patients_inz_weekMean_0,-2.654519081467222e-06,2.4328603209213094e-07
precipitation_weekMean_1,-2.728772805903317e-06,2.54764967967541e-07
test_inzsumTotal_weekMean_0,-2.802457115073237e-06,5.279131924345896e-07
transit_stations_percent_change_from_baseline_7dayAverage_longtermTrend,-2.8611205372648578e-06,3.4026622472194e-07
test_inzsumTotal_weekMean_1,-2.8670217115130948e-06,5.050590491692284e-07
test_inzsumTotal_weekMean_2,-2.8807369112276168e-06,4.113699773131629e-07
Total_AllPatients_inz_weekMean_0,-2.96242602892485e-06,1.882353095173723e-07
temp_max_weekMean_2,-3.122612491947936e-06,1.0315367815854138e-06
R_error_weekMean_1,-3.180944020646551e-06,4.818896461671901e-07
Hosp inzsumTotal 60+_weekMean_0,-3.2013157606025027e-06,5.095561640907704e-07
temp_min_weekMean_2,-3.21066022393702e-06,3.3541945580586456e-07
Primary (includes kindergarten) and lower secondary school_futureWeekMean_0,-3.238318904084654e-06,2.8547240017445835e-07
Hosp inzsumTotal 60+_weekMean_1,-3.2770894894582374e-06,4.707746269723113e-07
Hosp inzsumTotal 60+_weekMean_2,-3.33995275912343e-06,6.267625376124682e-07
temp_min_future_day_6,-3.347258871757631e-06,3.731657236993456e-07
temp_min_futureWeekMean_0,-3.467019408253465e-06,3.749052973473481e-07
Death inzsumTotal 60+_weekMean_2,-3.7093342136280657e-06,7.451804179451977e-07
Death inzsumTotal 60+_weekMean_1,-3.994776392882756e-06,8.175951539009557e-07
Death inzsumTotal 60+_weekMean_0,-4.045690351474644e-06,7.471923545814495e-07
temp_max_weekMean_1,-4.12935445039985e-06,8.091460332156833e-07
Universities and other educational establishments_futureWeekMean_0,-4.247224838234463e-06,6.826528440440253e-07
precipitation_weekMean_2,-4.377878255981508e-06,5.711226264169031e-07
kofStrigency_weekMean_2,-4.932497668198042e-06,1.9565718582926963e-06
intervistaMob_weekMean_2,-5.073043956443945e-06,1.0942414637827326e-06
kofStrigency_weekMean_1,-5.277692600130844e-06,1.0627335513622544e-06
"Upper secondary school, vocational schools and higher education_futureWeekMean_0",-5.901761235659248e-06,4.3509990399975785e-07
precipitation_futureWeekMean_0,-6.113309212997997e-06,3.5441724788708573e-07
temp_max_weekMean_0,-7.94157592926149e-06,8.151297195472203e-07
kofStrigency_futureWeekMean_0,-1.0170630365108108e-05,1.4297835495432677e-06
