datum,entries,entries_pos,entries_neg,sumTotal,timeframe_7d,sumTotal_last7d,timeframe_14d,sumTotal_last14d,timeframe_28d,sumTotal_last28d,timeframe_phase2,sumTotal_Phase2,timeframe_phase2b,sumTotal_Phase2b,timeframe_phase3,sumTotal_Phase3,sum7d,sum14d,mean7d,mean14d,pos_anteil,pos_anteil_mean7d,timeframe_all,anteil_pos_all,anteil_pos_14,anteil_pos_28,anteil_pos_phase2,anteil_pos_phase2b,anteil_pos_phase3,pop,inz_entries,inzmean7d,inzmean14d,inzsumTotal,inzsumTotal_last7d,inzsumTotal_last14d,inzsumTotal_last28d,inzsumTotal_Phase2,inzsumTotal_Phase2b,inzsumTotal_Phase3,inzsum7d,inzsum14d,entries_diff_last_age,entries_diff_last,type,version,datum_unit,nachweismethode,geoRegion
2020-09-17,21,0,21,972,FALSE,0,FALSE,0,FALSE,0,TRUE,922,FALSE,0,FALSE,0,93,180,15,12.36,0,NA,TRUE,8.3,1.8,3.9,8.3,8.8,4.3,16128,130.21,93.01,76.64,6026.79,NA,NA,NA,5716.77,NA,NA,576.64,1116.07,1,113,COVID19Tests,2021-06-25_07-49-37,day,all,AI
2020-09-18,20,0,20,992,FALSE,0,FALSE,0,FALSE,0,TRUE,942,FALSE,0,FALSE,0,98,187,14.71,12.07,0,NA,TRUE,8.3,1.8,3.9,8.3,8.8,4.3,16128,124.01,91.21,74.84,6150.79,NA,NA,NA,5840.77,NA,NA,607.64,1159.47,1,113,COVID19Tests,2021-06-25_07-49-37,day,all,AI
2020-09-19,16,2,14,1008,FALSE,0,FALSE,0,FALSE,0,TRUE,958,FALSE,0,FALSE,0,106,192,13.57,12.07,12.5,NA,TRUE,8.3,1.8,3.9,8.3,8.8,4.3,16128,99.21,84.14,74.84,6250,NA,NA,NA,5939.98,NA,NA,657.24,1190.48,1,113,COVID19Tests,2021-06-25_07-49-37,day,all,AI
2020-09-20,0,0,0,1008,FALSE,0,FALSE,0,FALSE,0,TRUE,958,FALSE,0,FALSE,0,105,190,12.86,12.07,NA,NA,TRUE,8.3,1.8,3.9,8.3,8.8,4.3,16128,0,79.74,74.84,6250,NA,NA,NA,5939.98,NA,NA,651.04,1178.08,1,113,COVID19Tests,2021-06-25_07-49-37,day,all,AI
2020-09-21,8,0,8,1016,FALSE,0,FALSE,0,FALSE,0,TRUE,966,FALSE,0,FALSE,0,103,187,11.43,11.86,0,NA,TRUE,8.3,1.8,3.9,8.3,8.8,4.3,16128,49.6,70.87,73.54,6299.6,NA,NA,NA,5989.58,NA,NA,638.64,1159.47,1,113,COVID19Tests,2021-06-25_07-49-37,day,all,AI
2020-09-22,16,2,14,1032,FALSE,0,FALSE,0,FALSE,0,TRUE,982,FALSE,0,FALSE,0,95,183,10.14,11.29,12.5,NA,TRUE,8.3,1.8,3.9,8.3,8.8,4.3,16128,99.21,62.87,70,6398.81,NA,NA,NA,6088.79,NA,NA,589.04,1134.67,1,113,COVID19Tests,2021-06-25_07-49-37,day,all,AI
2020-09-23,9,0,9,1041,FALSE,0,FALSE,0,FALSE,0,TRUE,991,FALSE,0,FALSE,0,90,179,9,12.21,0,NA,TRUE,8.3,1.8,3.9,8.3,8.8,4.3,16128,55.8,55.8,75.71,6454.61,NA,NA,NA,6144.59,NA,NA,558.04,1109.87,1,113,COVID19Tests,2021-06-25_07-49-37,day,all,AI
2020-09-24,11,0,11,1052,FALSE,0,FALSE,0,FALSE,0,TRUE,1002,FALSE,0,FALSE,0,80,173,9.14,11.71,0,7.14,TRUE,8.3,1.8,3.9,8.3,8.8,4.3,16128,68.2,56.67,72.61,6522.82,NA,NA,NA,6212.8,NA,NA,496.03,1072.67,1,113,COVID19Tests,2021-06-25_07-49-37,day,all,AI
2020-09-25,11,0,11,1063,FALSE,0,FALSE,0,FALSE,0,TRUE,1013,FALSE,0,FALSE,0,71,169,9,11.57,0,7.14,TRUE,8.3,1.8,3.9,8.3,8.8,4.3,16128,68.2,55.8,71.74,6591.02,NA,NA,NA,6281,NA,NA,440.23,1047.87,1,113,COVID19Tests,2021-06-25_07-49-37,day,all,AI
2020-09-26,8,3,5,1071,FALSE,0,FALSE,0,FALSE,0,TRUE,1021,FALSE,0,FALSE,0,63,169,9,11.29,37.5,6.24,TRUE,8.3,1.8,3.9,8.3,8.8,4.3,16128,49.6,55.8,70,6640.62,NA,NA,NA,6330.61,NA,NA,390.62,1047.87,1,113,COVID19Tests,2021-06-25_07-49-37,day,all,AI
2020-09-27,1,0,1,1072,FALSE,0,FALSE,0,FALSE,0,TRUE,1022,FALSE,0,FALSE,0,64,169,11.57,11.5,0,6.77,TRUE,8.3,1.8,3.9,8.3,8.8,4.3,16128,6.2,71.74,71.3,6646.83,NA,NA,NA,6336.81,NA,NA,396.83,1047.87,1,113,COVID19Tests,2021-06-25_07-49-37,day,all,AI
2020-09-28,7,0,7,1079,FALSE,0,FALSE,0,FALSE,0,TRUE,1029,TRUE,7,FALSE,0,63,166,12,11.64,0,7.79,TRUE,8.3,1.8,3.9,8.3,8.8,4.3,16128,43.4,74.4,72.17,6690.23,NA,NA,NA,6380.21,43.4,NA,390.62,1029.27,1,113,COVID19Tests,2021-06-25_07-49-37,day,all,AI
2020-09-29,16,1,15,1095,FALSE,0,FALSE,0,FALSE,0,TRUE,1045,TRUE,23,FALSE,0,63,158,13,12.57,6.2,7.79,TRUE,8.3,1.8,3.9,8.3,8.8,4.3,16128,99.21,80.61,77.94,6789.43,NA,NA,NA,6479.41,142.61,NA,390.62,979.66,1,113,COVID19Tests,2021-06-25_07-49-37,day,all,AI
2020-09-30,27,1,26,1122,FALSE,0,FALSE,0,FALSE,0,TRUE,1072,TRUE,50,FALSE,0,81,171,13.57,14.07,3.7,3.61,TRUE,8.3,1.8,3.9,8.3,8.8,4.3,16128,167.41,84.14,87.24,6956.85,NA,NA,NA,6646.83,310.02,NA,502.23,1060.27,1,113,COVID19Tests,2021-06-25_07-49-37,day,all,AI
2020-10-01,14,1,13,1136,FALSE,0,FALSE,0,FALSE,0,TRUE,1086,TRUE,64,FALSE,0,84,164,13.86,15.21,7.1,3.61,TRUE,8.3,1.8,3.9,8.3,8.8,4.3,16128,86.81,85.94,94.31,7043.65,NA,NA,NA,6733.63,396.83,NA,520.83,1016.87,1,113,COVID19Tests,2021-06-25_07-49-37,day,all,AI
2020-10-02,18,0,18,1154,FALSE,0,FALSE,0,FALSE,0,TRUE,1104,TRUE,82,FALSE,0,91,162,14.29,16.43,0,3.61,TRUE,8.3,1.8,3.9,8.3,8.8,4.3,16128,111.61,88.6,101.87,7155.26,NA,NA,NA,6845.24,508.43,NA,564.24,1004.46,1,113,COVID19Tests,2021-06-25_07-49-37,day,all,AI
2020-10-03,12,1,11,1166,FALSE,0,FALSE,0,FALSE,0,TRUE,1116,TRUE,94,FALSE,0,95,158,16.14,17.07,8.3,3.21,TRUE,8.3,1.8,3.9,8.3,8.8,4.3,16128,74.4,100.07,105.84,7229.66,NA,NA,NA,6919.64,582.84,NA,589.04,979.66,1,113,COVID19Tests,2021-06-25_07-49-37,day,all,AI
2020-10-04,3,0,3,1169,FALSE,0,FALSE,0,FALSE,0,TRUE,1119,TRUE,97,FALSE,0,97,161,16.57,18.36,0,4.11,TRUE,8.3,1.8,3.9,8.3,8.8,4.3,16128,18.6,102.74,113.84,7248.26,NA,NA,NA,6938.24,601.44,NA,601.44,998.26,1,113,COVID19Tests,2021-06-25_07-49-37,day,all,AI
2020-10-05,10,0,10,1179,FALSE,0,FALSE,0,FALSE,0,TRUE,1129,TRUE,107,FALSE,0,100,163,18.43,19.93,0,5.74,TRUE,8.3,1.8,3.9,8.3,8.8,4.3,16128,62,114.27,123.57,7310.27,NA,NA,NA,7000.25,663.44,NA,620.04,1010.66,1,113,COVID19Tests,2021-06-25_07-49-37,day,all,AI
2020-10-06,29,1,28,1208,FALSE,0,FALSE,0,FALSE,0,TRUE,1158,TRUE,136,FALSE,0,113,176,19.86,21.79,3.4,11.87,TRUE,8.3,1.8,3.9,8.3,8.8,4.3,16128,179.81,123.14,135.11,7490.08,NA,NA,NA,7180.06,843.25,NA,700.64,1091.27,1,113,COVID19Tests,2021-06-25_07-49-37,day,all,AI
2020-10-07,30,3,27,1238,FALSE,0,FALSE,0,FALSE,0,TRUE,1188,TRUE,166,FALSE,0,116,197,20.57,22.5,10,17.41,TRUE,8.3,1.8,3.9,8.3,8.8,4.3,16128,186.01,127.54,139.51,7676.09,NA,NA,NA,7366.07,1029.27,NA,719.25,1221.48,1,113,COVID19Tests,2021-06-25_07-49-37,day,all,AI
2020-10-08,27,5,22,1265,FALSE,0,FALSE,0,FALSE,0,TRUE,1215,TRUE,193,FALSE,0,129,213,22.86,23.14,18.5,19.67,TRUE,8.3,1.8,3.9,8.3,8.8,4.3,16128,167.41,141.74,143.48,7843.5,NA,NA,NA,7533.48,1196.68,NA,799.85,1320.68,1,113,COVID19Tests,2021-06-25_07-49-37,day,all,AI
2020-10-09,28,12,16,1293,FALSE,0,FALSE,0,FALSE,0,TRUE,1243,TRUE,221,FALSE,0,139,230,25.57,25.57,42.9,24.1,TRUE,8.3,1.8,3.9,8.3,8.8,4.3,16128,173.61,158.54,158.54,8017.11,NA,NA,NA,7707.09,1370.29,NA,861.86,1426.09,1,113,COVID19Tests,2021-06-25_07-49-37,day,all,AI
2020-10-10,17,8,9,1310,FALSE,0,FALSE,0,FALSE,0,TRUE,1260,TRUE,238,FALSE,0,144,239,27.43,25.93,47.1,26.67,TRUE,8.3,1.8,3.9,8.3,8.8,4.3,16128,105.41,170.08,160.78,8122.52,NA,NA,NA,7812.5,1475.69,NA,892.86,1481.89,1,113,COVID19Tests,2021-06-25_07-49-37,day,all,AI
2020-10-11,19,3,16,1329,FALSE,0,FALSE,0,FALSE,0,TRUE,1279,TRUE,257,FALSE,0,160,257,28.43,27.14,15.8,29.87,TRUE,8.3,1.8,3.9,8.3,8.8,4.3,16128,117.81,176.28,168.28,8240.33,NA,NA,NA,7930.31,1593.5,NA,992.06,1593.5,1,113,COVID19Tests,2021-06-25_07-49-37,day,all,AI
2020-10-12,29,9,20,1358,FALSE,0,FALSE,0,FALSE,0,TRUE,1308,TRUE,286,FALSE,0,179,279,27.86,28,31,32.2,TRUE,8.3,1.8,3.9,8.3,8.8,4.3,16128,179.81,172.74,173.61,8420.14,NA,NA,NA,8110.12,1773.31,NA,1109.87,1729.91,1,113,COVID19Tests,2021-06-25_07-49-37,day,all,AI
2020-10-13,42,9,33,1400,FALSE,0,FALSE,0,FALSE,0,TRUE,1350,TRUE,328,FALSE,0,192,305,31.29,30.29,21.4,31.01,TRUE,8.3,1.8,3.9,8.3,8.8,4.3,16128,260.42,194.01,187.81,8680.56,NA,NA,NA,8370.54,2033.73,NA,1190.48,1891.12,1,113,COVID19Tests,2021-06-25_07-49-37,day,all,AI
2020-10-14,37,12,25,1437,FALSE,0,FALSE,0,FALSE,0,TRUE,1387,TRUE,365,FALSE,0,199,315,31.29,31.5,32.4,29.33,TRUE,8.3,1.8,3.9,8.3,8.8,4.3,16128,229.41,194.01,195.31,8909.97,NA,NA,NA,8599.95,2263.14,NA,1233.88,1953.12,1,113,COVID19Tests,2021-06-25_07-49-37,day,all,AI
2020-10-15,23,8,15,1460,FALSE,0,FALSE,0,FALSE,0,TRUE,1410,TRUE,388,FALSE,0,195,324,31.43,32.86,34.8,35.64,TRUE,8.3,1.8,3.9,8.3,8.8,4.3,16128,142.61,194.88,203.75,9052.58,NA,NA,NA,8742.56,2405.75,NA,1209.08,2008.93,1,113,COVID19Tests,2021-06-25_07-49-37,day,all,AI
2020-10-16,52,18,34,1512,FALSE,0,FALSE,0,FALSE,0,TRUE,1462,TRUE,440,FALSE,0,219,358,30.43,33.71,34.6,35.11,TRUE,8.3,1.8,3.9,8.3,8.8,4.3,16128,322.42,188.68,209.02,9375,NA,NA,NA,9064.98,2728.17,NA,1357.89,2219.74,1,113,COVID19Tests,2021-06-25_07-49-37,day,all,AI
2020-10-17,17,6,11,1529,FALSE,0,FALSE,0,FALSE,0,TRUE,1479,TRUE,457,FALSE,0,219,363,33.14,34.93,35.3,36.74,TRUE,8.3,1.8,3.9,8.3,8.8,4.3,16128,105.41,205.48,216.58,9480.41,NA,NA,NA,9170.39,2833.58,NA,1357.89,2250.74,1,113,COVID19Tests,2021-06-25_07-49-37,day,all,AI
2020-10-18,20,12,8,1549,FALSE,0,FALSE,0,FALSE,0,TRUE,1499,TRUE,477,FALSE,0,220,380,34.57,34.5,60,37.59,TRUE,8.3,1.8,3.9,8.3,8.8,4.3,16128,124.01,214.35,213.91,9604.41,NA,NA,NA,9294.39,2957.59,NA,1364.09,2356.15,1,113,COVID19Tests,2021-06-25_07-49-37,day,all,AI
2020-10-19,22,6,16,1571,FALSE,0,FALSE,0,FALSE,0,TRUE,1521,TRUE,499,FALSE,0,213,392,37.86,33.93,27.3,37.59,TRUE,8.3,1.8,3.9,8.3,8.8,4.3,16128,136.41,234.75,210.38,9740.82,NA,NA,NA,9430.8,3094,NA,1320.68,2430.56,1,113,COVID19Tests,2021-06-25_07-49-37,day,all,AI
2020-10-20,61,20,41,1632,FALSE,0,FALSE,0,FALSE,0,TRUE,1582,TRUE,560,FALSE,0,232,424,36.14,38.14,32.8,36.21,TRUE,8.3,1.8,3.9,8.3,8.8,4.3,16128,378.22,224.08,236.48,10119.05,NA,NA,NA,9809.03,3472.22,NA,1438.49,2628.97,1,113,COVID19Tests,2021-06-25_07-49-37,day,all,AI
2020-10-21,47,18,29,1679,FALSE,0,FALSE,0,FALSE,0,TRUE,1629,TRUE,607,FALSE,0,242,441,38.57,40.29,38.3,37.47,TRUE,8.3,1.8,3.9,8.3,8.8,4.3,16128,291.42,239.15,249.81,10410.47,NA,NA,NA,10100.45,3763.64,NA,1500.5,2734.38,1,113,COVID19Tests,2021-06-25_07-49-37,day,all,AI
2020-10-22,46,16,30,1725,FALSE,0,FALSE,0,FALSE,0,TRUE,1675,TRUE,653,FALSE,0,265,460,37.57,42.64,34.8,34.4,TRUE,8.3,1.8,3.9,8.3,8.8,4.3,16128,285.22,232.95,264.38,10695.68,NA,NA,NA,10385.66,4048.86,NA,1643.11,2852.18,1,113,COVID19Tests,2021-06-25_07-49-37,day,all,AI
2020-10-23,40,10,30,1765,FALSE,0,FALSE,0,FALSE,0,TRUE,1715,TRUE,693,FALSE,0,253,472,37.43,42.21,25,33.21,TRUE,8.3,1.8,3.9,8.3,8.8,4.3,16128,248.02,232.08,261.72,10943.7,NA,NA,NA,10633.68,4296.88,NA,1568.7,2926.59,1,113,COVID19Tests,2021-06-25_07-49-37,day,all,AI
2020-10-24,34,15,19,1799,FALSE,0,FALSE,0,FALSE,0,TRUE,1749,TRUE,727,FALSE,0,270,489,43.14,43.5,44.1,34.33,TRUE,8.3,1.8,3.9,8.3,8.8,4.3,16128,210.81,267.49,269.72,11154.51,NA,NA,NA,10844.49,4507.69,NA,1674.11,3031.99,1,113,COVID19Tests,2021-06-25_07-49-37,day,all,AI
2020-10-25,13,5,8,1812,FALSE,0,FALSE,0,FALSE,0,TRUE,1762,TRUE,740,FALSE,0,263,483,46,42.21,38.5,32.91,TRUE,8.3,1.8,3.9,8.3,8.8,4.3,16128,80.61,285.22,261.72,11235.12,NA,NA,NA,10925.1,4588.29,NA,1630.7,2994.79,1,113,COVID19Tests,2021-06-25_07-49-37,day,all,AI
2020-10-26,21,4,17,1833,FALSE,0,FALSE,0,FALSE,0,TRUE,1783,TRUE,761,FALSE,0,262,475,47.43,42.79,19,33.56,TRUE,8.3,1.8,3.9,8.3,8.8,4.3,16128,130.21,294.08,265.31,11365.33,NA,NA,NA,11055.31,4718.5,NA,1624.5,2945.19,1,113,COVID19Tests,2021-06-25_07-49-37,day,all,AI
2020-10-27,101,41,60,1934,FALSE,0,FALSE,0,FALSE,0,TRUE,1884,TRUE,862,FALSE,0,302,534,48.29,42.79,40.6,35.27,TRUE,8.3,1.8,3.9,8.3,8.8,4.3,16128,626.24,299.42,265.31,11991.57,NA,NA,NA,11681.55,5344.74,NA,1872.52,3311.01,1,113,COVID19Tests,2021-06-25_07-49-37,day,all,AI
2020-10-28,67,19,48,2001,FALSE,0,FALSE,0,FALSE,0,TRUE,1951,TRUE,929,FALSE,0,322,564,48.43,42.5,28.4,33.87,TRUE,8.3,1.8,3.9,8.3,8.8,4.3,16128,415.43,300.29,263.52,12406.99,NA,NA,NA,12096.97,5760.17,NA,1996.53,3497.02,1,113,COVID19Tests,2021-06-25_07-49-37,day,all,AI
2020-10-29,56,22,34,2057,FALSE,0,FALSE,0,FALSE,0,TRUE,2007,TRUE,985,FALSE,0,332,597,46.86,41.79,39.3,42.66,TRUE,8.3,1.8,3.9,8.3,8.8,4.3,16128,347.22,290.55,259.11,12754.22,NA,NA,NA,12444.2,6107.39,NA,2058.53,3701.64,1,113,COVID19Tests,2021-06-25_07-49-37,day,all,AI
2020-10-30,46,17,29,2103,FALSE,0,FALSE,0,FALSE,0,TRUE,2053,TRUE,1031,FALSE,0,338,591,48.14,42.29,37,43.27,TRUE,8.3,1.8,3.9,8.3,8.8,4.3,16128,285.22,298.49,262.21,13039.43,NA,NA,NA,12729.41,6392.61,NA,2095.73,3664.43,1,113,COVID19Tests,2021-06-25_07-49-37,day,all,AI
2020-10-31,35,12,23,2138,FALSE,0,FALSE,0,FALSE,0,TRUE,2088,TRUE,1066,FALSE,0,339,609,42.43,41.43,34.3,43.56,TRUE,8.3,1.8,3.9,8.3,8.8,4.3,16128,217.01,263.08,256.88,13256.45,NA,NA,NA,12946.43,6609.62,NA,2101.93,3776.04,1,113,COVID19Tests,2021-06-25_07-49-37,day,all,AI
2020-11-01,2,2,0,2140,FALSE,0,FALSE,0,FALSE,0,TRUE,2090,TRUE,1068,FALSE,0,328,591,39,40.71,100,44.49,TRUE,8.3,1.8,3.9,8.3,8.8,4.3,16128,12.4,241.82,252.42,13268.85,NA,NA,NA,12958.83,6622.02,NA,2033.73,3664.43,1,113,COVID19Tests,2021-06-25_07-49-37,day,all,AI
2020-11-02,30,7,23,2170,FALSE,0,FALSE,0,FALSE,0,TRUE,2120,TRUE,1098,FALSE,0,337,599,36.14,41.14,23.3,41.26,TRUE,8.3,1.8,3.9,8.3,8.8,4.3,16128,186.01,224.08,255.08,13454.86,NA,NA,NA,13144.84,6808.04,NA,2089.53,3714.04,1,113,COVID19Tests,2021-06-25_07-49-37,day,all,AI
2020-11-03,61,26,35,2231,FALSE,0,FALSE,0,FALSE,0,TRUE,2181,TRUE,1159,FALSE,0,297,599,36.29,37.71,42.6,40.23,TRUE,8.3,1.8,3.9,8.3,8.8,4.3,16128,378.22,225.01,233.82,13833.09,NA,NA,NA,13523.07,7186.26,NA,1841.52,3714.04,1,113,COVID19Tests,2021-06-25_07-49-37,day,all,AI
2020-11-04,43,15,28,2274,FALSE,0,FALSE,0,FALSE,0,TRUE,2224,TRUE,1202,FALSE,0,273,595,34.43,35.36,34.9,39.23,TRUE,8.3,1.8,3.9,8.3,8.8,4.3,16128,266.62,213.48,219.25,14099.7,NA,NA,NA,13789.68,7452.88,NA,1692.71,3689.24,1,113,COVID19Tests,2021-06-25_07-49-37,day,all,AI
2020-11-05,36,6,30,2310,FALSE,0,FALSE,0,FALSE,0,TRUE,2260,TRUE,1238,FALSE,0,253,585,34.57,34,16.7,24.94,TRUE,8.3,1.8,3.9,8.3,8.8,4.3,16128,223.21,214.35,210.81,14322.92,NA,NA,NA,14012.9,7676.09,NA,1568.7,3627.23,1,113,COVID19Tests,2021-06-25_07-49-37,day,all,AI
2020-11-06,47,14,33,2357,FALSE,0,FALSE,0,FALSE,0,TRUE,2307,TRUE,1285,FALSE,0,254,592,34.14,34.36,29.8,26.37,TRUE,8.3,1.8,3.9,8.3,8.8,4.3,16128,291.42,211.68,213.05,14614.34,NA,NA,NA,14304.32,7967.51,NA,1574.9,3670.63,1,113,COVID19Tests,2021-06-25_07-49-37,day,all,AI
2020-11-07,22,6,16,2379,FALSE,0,FALSE,0,FALSE,0,TRUE,2329,TRUE,1307,FALSE,0,241,580,33,33.21,27.3,24.87,TRUE,8.3,1.8,3.9,8.3,8.8,4.3,16128,136.41,204.61,205.92,14750.74,NA,NA,NA,14440.72,8103.92,NA,1494.3,3596.23,1,113,COVID19Tests,2021-06-25_07-49-37,day,all,AI
2020-11-08,3,0,3,2382,FALSE,0,FALSE,0,FALSE,0,TRUE,2332,TRUE,1310,FALSE,0,242,570,31.71,33.43,0,21.57,TRUE,8.3,1.8,3.9,8.3,8.8,4.3,16128,18.6,196.61,207.28,14769.35,NA,NA,NA,14459.33,8122.52,NA,1500.5,3534.23,1,113,COVID19Tests,2021-06-25_07-49-37,day,all,AI
2020-11-09,27,9,18,2409,FALSE,0,FALSE,0,FALSE,0,TRUE,2359,TRUE,1337,FALSE,0,239,576,31.86,33.71,33.3,22.27,TRUE,8.3,1.8,3.9,8.3,8.8,4.3,16128,167.41,197.54,209.02,14936.76,NA,NA,NA,14626.74,8289.93,NA,1481.89,3571.43,1,113,COVID19Tests,2021-06-25_07-49-37,day,all,AI
2020-11-10,53,17,36,2462,FALSE,0,FALSE,0,FALSE,0,TRUE,2412,TRUE,1390,FALSE,0,231,528,32.43,32.79,32.1,20.53,TRUE,8.3,1.8,3.9,8.3,8.8,4.3,16128,328.62,201.08,203.31,15265.38,NA,NA,NA,14955.36,8618.55,NA,1432.29,3273.81,1,113,COVID19Tests,2021-06-25_07-49-37,day,all,AI
2020-11-11,34,4,30,2496,FALSE,0,FALSE,0,FALSE,0,TRUE,2446,TRUE,1424,FALSE,0,222,495,32,31.21,11.8,21.14,TRUE,8.3,1.8,3.9,8.3,8.8,4.3,16128,210.81,198.41,193.51,15476.19,NA,NA,NA,15166.17,8829.37,NA,1376.49,3069.2,1,113,COVID19Tests,2021-06-25_07-49-37,day,all,AI
2020-11-12,37,8,29,2533,FALSE,0,FALSE,0,FALSE,0,TRUE,2483,TRUE,1461,FALSE,0,223,476,32.29,30.29,21.6,21.14,TRUE,8.3,1.8,3.9,8.3,8.8,4.3,16128,229.41,200.21,187.81,15705.61,NA,NA,NA,15395.59,9058.78,NA,1382.69,2951.39,1,113,COVID19Tests,2021-06-25_07-49-37,day,all,AI
2020-11-13,51,9,42,2584,FALSE,0,FALSE,0,FALSE,0,TRUE,2534,TRUE,1512,FALSE,0,227,481,33.29,29,17.6,18.49,TRUE,8.3,1.8,3.9,8.3,8.8,4.3,16128,316.22,206.41,179.81,16021.83,NA,NA,NA,15711.81,9375,NA,1407.49,2982.39,1,113,COVID19Tests,2021-06-25_07-49-37,day,all,AI
2020-11-14,19,6,13,2603,FALSE,0,FALSE,0,FALSE,0,TRUE,2553,TRUE,1531,FALSE,0,224,465,32.57,28.71,31.6,16.59,TRUE,8.3,1.8,3.9,8.3,8.8,4.3,16128,117.81,201.95,178.01,16139.63,NA,NA,NA,15829.61,9492.81,NA,1388.89,2883.18,1,113,COVID19Tests,2021-06-25_07-49-37,day,all,AI
2020-11-15,5,0,5,2608,FALSE,0,FALSE,0,FALSE,0,TRUE,2558,TRUE,1536,FALSE,0,226,468,30.71,29.21,0,17.61,TRUE,8.3,1.8,3.9,8.3,8.8,4.3,16128,31,190.41,181.11,16170.63,NA,NA,NA,15860.62,9523.81,NA,1401.29,2901.79,1,113,COVID19Tests,2021-06-25_07-49-37,day,all,AI
2020-11-16,34,5,29,2642,FALSE,0,FALSE,0,FALSE,0,TRUE,2592,TRUE,1570,FALSE,0,233,472,28.71,28.57,14.7,19.5,TRUE,8.3,1.8,3.9,8.3,8.8,4.3,16128,210.81,178.01,177.15,16381.45,NA,NA,NA,16071.43,9734.62,NA,1444.69,2926.59,1,113,COVID19Tests,2021-06-25_07-49-37,day,all,AI
2020-11-17,48,9,39,2690,FALSE,0,FALSE,0,FALSE,0,TRUE,2640,TRUE,1618,FALSE,0,228,459,25.57,27.36,18.8,17.97,TRUE,8.3,1.8,3.9,8.3,8.8,4.3,16128,297.62,158.54,169.64,16679.07,NA,NA,NA,16369.05,10032.24,NA,1413.69,2845.98,1,113,COVID19Tests,2021-06-25_07-49-37,day,all,AI
2020-11-18,21,4,17,2711,FALSE,0,FALSE,0,FALSE,0,TRUE,2661,TRUE,1639,FALSE,0,215,437,25.43,27.71,19,19.01,TRUE,8.3,1.8,3.9,8.3,8.8,4.3,16128,130.21,157.68,171.81,16809.28,NA,NA,NA,16499.26,10162.45,NA,1333.09,2709.57,1,113,COVID19Tests,2021-06-25_07-49-37,day,all,AI
2020-11-19,23,8,15,2734,FALSE,0,FALSE,0,FALSE,0,TRUE,2684,TRUE,1662,FALSE,0,201,424,26.14,27.5,34.8,21.87,TRUE,8.3,1.8,3.9,8.3,8.8,4.3,16128,142.61,162.08,170.51,16951.88,NA,NA,NA,16641.87,10305.06,NA,1246.28,2628.97,1,113,COVID19Tests,2021-06-25_07-49-37,day,all,AI
2020-11-20,29,2,27,2763,FALSE,0,FALSE,0,FALSE,0,TRUE,2713,TRUE,1691,FALSE,0,179,406,23.86,26.57,6.9,22.94,TRUE,8.3,1.8,3.9,8.3,8.8,4.3,16128,179.81,147.94,164.74,17131.7,NA,NA,NA,16821.68,10484.87,NA,1109.87,2517.36,1,113,COVID19Tests,2021-06-25_07-49-37,day,all,AI
2020-11-21,18,7,11,2781,FALSE,0,FALSE,0,FALSE,0,TRUE,2731,TRUE,1709,FALSE,0,178,402,22.14,26.43,38.9,21.84,TRUE,8.3,1.8,3.9,8.3,8.8,4.3,16128,111.61,137.28,163.88,17243.3,NA,NA,NA,16933.28,10596.48,NA,1103.67,2492.56,1,113,COVID19Tests,2021-06-25_07-49-37,day,all,AI
2020-11-22,10,2,8,2791,FALSE,0,FALSE,0,FALSE,0,TRUE,2741,TRUE,1719,FALSE,0,183,409,24.71,26.79,20,22.06,TRUE,8.3,1.8,3.9,8.3,8.8,4.3,16128,62,153.21,166.11,17305.31,NA,NA,NA,16995.29,10658.48,NA,1134.67,2535.96,1,113,COVID19Tests,2021-06-25_07-49-37,day,all,AI
2020-11-23,18,4,14,2809,FALSE,0,FALSE,0,FALSE,0,TRUE,2759,TRUE,1737,FALSE,0,167,400,26.29,26.79,22.2,17.5,TRUE,8.3,1.8,3.9,8.3,8.8,4.3,16128,111.61,163.01,166.11,17416.91,NA,NA,NA,17106.89,10770.09,NA,1035.47,2480.16,1,113,COVID19Tests,2021-06-25_07-49-37,day,all,AI
2020-11-24,36,4,32,2845,FALSE,0,FALSE,0,FALSE,0,TRUE,2795,TRUE,1773,FALSE,0,155,383,27.57,27.64,11.1,19.9,TRUE,8.3,1.8,3.9,8.3,8.8,4.3,16128,223.21,170.94,171.38,17640.13,NA,NA,NA,17330.11,10993.3,NA,961.06,2374.75,1,113,COVID19Tests,2021-06-25_07-49-37,day,all,AI
2020-11-25,39,8,31,2884,FALSE,0,FALSE,0,FALSE,0,TRUE,2834,TRUE,1812,FALSE,0,173,388,27.43,28.86,20.5,14.34,TRUE,8.3,1.8,3.9,8.3,8.8,4.3,16128,241.82,170.08,178.94,17881.94,NA,NA,NA,17571.92,11235.12,NA,1072.67,2405.75,1,113,COVID19Tests,2021-06-25_07-49-37,day,all,AI
2020-11-26,34,1,33,2918,FALSE,0,FALSE,0,FALSE,0,TRUE,2868,TRUE,1846,FALSE,0,184,385,27.43,29.29,2.9,11.49,TRUE,8.3,1.8,3.9,8.3,8.8,4.3,16128,210.81,170.08,181.61,18092.76,NA,NA,NA,17782.74,11445.93,NA,1140.87,2387.15,1,113,COVID19Tests,2021-06-25_07-49-37,day,all,AI
