date,geoRegion,altersklasse_covid19,entries,type_variant,pop,sumTotal,per100Persons,per100PersonsTotal,type,version,granularity,freq,prct
202108,UR,70 - 79,16,altersklasse_covid19,3418,1018,0.47,29.78,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.138,13.8
202109,UR,70 - 79,268,altersklasse_covid19,3418,1286,7.84,37.62,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.485,48.5
202110,UR,70 - 79,166,altersklasse_covid19,3418,1452,4.86,42.48,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.415,41.5
202111,UR,70 - 79,144,altersklasse_covid19,3418,1596,4.21,46.69,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.443,44.3
202112,UR,70 - 79,248,altersklasse_covid19,3418,1844,7.26,53.95,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.321,32.1
202113,UR,70 - 79,78,altersklasse_covid19,3418,1922,2.28,56.23,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.267,26.700000000000003
202114,UR,70 - 79,190,altersklasse_covid19,3418,2112,5.56,61.79,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.342,34.2
202115,UR,70 - 79,186,altersklasse_covid19,3418,2298,5.44,67.23,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.205,20.5
202116,UR,70 - 79,140,altersklasse_covid19,3418,2438,4.1,71.33,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.212,21.2
202117,UR,70 - 79,111,altersklasse_covid19,3418,2549,3.25,74.58,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.11,11
202118,UR,70 - 79,70,altersklasse_covid19,3418,2619,2.05,76.62,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.035,3.5000000000000004
202119,UR,70 - 79,37,altersklasse_covid19,3418,2656,1.08,77.71,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.044,4.3999999999999995
202120,UR,70 - 79,31,altersklasse_covid19,3418,2687,0.91,78.61,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.018,1.7999999999999998
202121,UR,70 - 79,21,altersklasse_covid19,3418,2708,0.61,79.23,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.027,2.7
202122,UR,70 - 79,26,altersklasse_covid19,3418,2734,0.76,79.99,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.018,1.7999999999999998
202123,UR,70 - 79,32,altersklasse_covid19,3418,2766,0.94,80.92,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.027,2.7
202124,UR,70 - 79,19,altersklasse_covid19,3418,2785,0.56,81.48,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.034,3.4000000000000004
202052,UR,80+,0,altersklasse_covid19,2031,0,0,0,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,NA,NA
202053,UR,80+,0,altersklasse_covid19,2031,0,0,0,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,NA,NA
202101,UR,80+,224,altersklasse_covid19,2031,224,11.03,11.03,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.614,61.4
202102,UR,80+,202,altersklasse_covid19,2031,426,9.95,20.97,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.472,47.199999999999996
202103,UR,80+,179,altersklasse_covid19,2031,605,8.81,29.79,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.394,39.4
202104,UR,80+,166,altersklasse_covid19,2031,771,8.17,37.96,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.287,28.7
202105,UR,80+,77,altersklasse_covid19,2031,848,3.79,41.75,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.264,26.400000000000002
202106,UR,80+,68,altersklasse_covid19,2031,916,3.35,45.1,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.324,32.4
202107,UR,80+,65,altersklasse_covid19,2031,981,3.2,48.3,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.248,24.8
202108,UR,80+,69,altersklasse_covid19,2031,1050,3.4,51.7,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.595,59.5
202109,UR,80+,127,altersklasse_covid19,2031,1177,6.25,57.95,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.23,23
202110,UR,80+,110,altersklasse_covid19,2031,1287,5.42,63.37,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.275,27.500000000000004
202111,UR,80+,42,altersklasse_covid19,2031,1329,2.07,65.44,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.129,12.9
202112,UR,80+,84,altersklasse_covid19,2031,1413,4.14,69.57,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.109,10.9
202113,UR,80+,26,altersklasse_covid19,2031,1439,1.28,70.85,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.089,8.9
202114,UR,80+,31,altersklasse_covid19,2031,1470,1.53,72.38,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.056,5.6000000000000005
202115,UR,80+,34,altersklasse_covid19,2031,1504,1.67,74.05,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.037,3.6999999999999997
202116,UR,80+,35,altersklasse_covid19,2031,1539,1.72,75.78,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.053,5.3
202117,UR,80+,23,altersklasse_covid19,2031,1562,1.13,76.91,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.023,2.3
202118,UR,80+,22,altersklasse_covid19,2031,1584,1.08,77.99,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.011,1.0999999999999999
202119,UR,80+,13,altersklasse_covid19,2031,1597,0.64,78.63,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.016,1.6
202120,UR,80+,16,altersklasse_covid19,2031,1613,0.79,79.42,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.01,1
202121,UR,80+,8,altersklasse_covid19,2031,1621,0.39,79.81,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.01,1
202122,UR,80+,10,altersklasse_covid19,2031,1631,0.49,80.31,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.007,0.7000000000000001
202123,UR,80+,15,altersklasse_covid19,2031,1646,0.74,81.04,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.012,1.2
202124,UR,80+,10,altersklasse_covid19,2031,1656,0.49,81.54,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.018,1.7999999999999998
202052,VD,0 - 9,0,altersklasse_covid19,86781,0,0,0,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,NA,NA
202053,VD,0 - 9,0,altersklasse_covid19,86781,0,0,0,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0,0
202101,VD,0 - 9,0,altersklasse_covid19,86781,0,0,0,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0,0
202102,VD,0 - 9,0,altersklasse_covid19,86781,0,0,0,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0,0
202103,VD,0 - 9,0,altersklasse_covid19,86781,0,0,0,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0,0
202104,VD,0 - 9,0,altersklasse_covid19,86781,0,0,0,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0,0
202105,VD,0 - 9,0,altersklasse_covid19,86781,0,0,0,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0,0
202106,VD,0 - 9,0,altersklasse_covid19,86781,0,0,0,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0,0
202107,VD,0 - 9,0,altersklasse_covid19,86781,0,0,0,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0,0
202108,VD,0 - 9,0,altersklasse_covid19,86781,0,0,0,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0,0
202109,VD,0 - 9,0,altersklasse_covid19,86781,0,0,0,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0,0
202110,VD,0 - 9,0,altersklasse_covid19,86781,0,0,0,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0,0
202111,VD,0 - 9,0,altersklasse_covid19,86781,0,0,0,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0,0
202112,VD,0 - 9,0,altersklasse_covid19,86781,0,0,0,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0,0
202113,VD,0 - 9,0,altersklasse_covid19,86781,0,0,0,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0,0
202114,VD,0 - 9,0,altersklasse_covid19,86781,0,0,0,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0,0
202115,VD,0 - 9,0,altersklasse_covid19,86781,0,0,0,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0,0
202116,VD,0 - 9,0,altersklasse_covid19,86781,0,0,0,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0,0
202117,VD,0 - 9,1,altersklasse_covid19,86781,1,0,0,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0,0
202118,VD,0 - 9,0,altersklasse_covid19,86781,1,0,0,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0,0
202119,VD,0 - 9,0,altersklasse_covid19,86781,1,0,0,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0,0
202120,VD,0 - 9,3,altersklasse_covid19,86781,4,0,0,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0,0
202121,VD,0 - 9,1,altersklasse_covid19,86781,5,0,0.01,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0,0
202122,VD,0 - 9,1,altersklasse_covid19,86781,6,0,0.01,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0,0
202123,VD,0 - 9,1,altersklasse_covid19,86781,7,0,0.01,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0,0
202124,VD,0 - 9,0,altersklasse_covid19,86781,7,0,0.01,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0,0
202052,VD,10 - 19,0,altersklasse_covid19,89543,0,0,0,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,NA,NA
202053,VD,10 - 19,0,altersklasse_covid19,89543,0,0,0,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0,0
202101,VD,10 - 19,4,altersklasse_covid19,89543,4,0,0,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.015,1.5
202102,VD,10 - 19,16,altersklasse_covid19,89543,20,0.02,0.02,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.003,0.3
202103,VD,10 - 19,46,altersklasse_covid19,89543,66,0.05,0.07,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.005,0.5
202104,VD,10 - 19,67,altersklasse_covid19,89543,133,0.07,0.15,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.006,0.6
202105,VD,10 - 19,26,altersklasse_covid19,89543,159,0.03,0.18,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.003,0.3
202106,VD,10 - 19,10,altersklasse_covid19,89543,169,0.01,0.19,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.001,0.1
202107,VD,10 - 19,8,altersklasse_covid19,89543,177,0.01,0.2,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.001,0.1
202108,VD,10 - 19,9,altersklasse_covid19,89543,186,0.01,0.21,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.004,0.4
202109,VD,10 - 19,10,altersklasse_covid19,89543,196,0.01,0.22,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.001,0.1
202110,VD,10 - 19,8,altersklasse_covid19,89543,204,0.01,0.23,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.001,0.1
202111,VD,10 - 19,17,altersklasse_covid19,89543,221,0.02,0.25,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.002,0.2
202112,VD,10 - 19,11,altersklasse_covid19,89543,232,0.01,0.26,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.001,0.1
202113,VD,10 - 19,11,altersklasse_covid19,89543,243,0.01,0.27,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.002,0.2
202114,VD,10 - 19,9,altersklasse_covid19,89543,252,0.01,0.28,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.001,0.1
202115,VD,10 - 19,13,altersklasse_covid19,89543,265,0.01,0.3,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.001,0.1
202116,VD,10 - 19,37,altersklasse_covid19,89543,302,0.04,0.34,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.002,0.2
202117,VD,10 - 19,240,altersklasse_covid19,89543,542,0.27,0.61,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.008,0.8
202118,VD,10 - 19,700,altersklasse_covid19,89543,1242,0.78,1.39,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.02,2
202119,VD,10 - 19,985,altersklasse_covid19,89543,2227,1.1,2.49,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.032,3.2
202120,VD,10 - 19,1392,altersklasse_covid19,89543,3619,1.55,4.04,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.041,4.1000000000000005
202121,VD,10 - 19,1723,altersklasse_covid19,89543,5342,1.92,5.97,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.055,5.5
202122,VD,10 - 19,2303,altersklasse_covid19,89543,7645,2.57,8.54,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.066,6.6000000000000005
202123,VD,10 - 19,1927,altersklasse_covid19,89543,9572,2.15,10.69,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.061,6.1
202124,VD,10 - 19,2433,altersklasse_covid19,89543,12005,2.72,13.41,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.088,8.799999999999999
202052,VD,20 - 29,0,altersklasse_covid19,105425,0,0,0,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,NA,NA
202053,VD,20 - 29,4,altersklasse_covid19,105425,4,0,0,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.042,4.2
202101,VD,20 - 29,16,altersklasse_covid19,105425,20,0.02,0.02,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.059,5.8999999999999995
202102,VD,20 - 29,192,altersklasse_covid19,105425,212,0.18,0.2,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.036,3.5999999999999996
202103,VD,20 - 29,399,altersklasse_covid19,105425,611,0.38,0.58,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.039,3.9
202104,VD,20 - 29,611,altersklasse_covid19,105425,1222,0.58,1.16,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.053,5.3
202105,VD,20 - 29,446,altersklasse_covid19,105425,1668,0.42,1.58,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.043,4.3
202106,VD,20 - 29,189,altersklasse_covid19,105425,1857,0.18,1.76,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.023,2.3
202107,VD,20 - 29,153,altersklasse_covid19,105425,2010,0.15,1.91,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.024,2.4
202108,VD,20 - 29,84,altersklasse_covid19,105425,2094,0.08,1.99,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.034,3.4000000000000004
202109,VD,20 - 29,107,altersklasse_covid19,105425,2201,0.1,2.09,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.014,1.4000000000000001
202110,VD,20 - 29,86,altersklasse_covid19,105425,2287,0.08,2.17,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.01,1
202111,VD,20 - 29,128,altersklasse_covid19,105425,2415,0.12,2.29,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.013,1.3
202112,VD,20 - 29,165,altersklasse_covid19,105425,2580,0.16,2.45,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.018,1.7999999999999998
202113,VD,20 - 29,120,altersklasse_covid19,105425,2700,0.11,2.56,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.018,1.7999999999999998
202114,VD,20 - 29,85,altersklasse_covid19,105425,2785,0.08,2.64,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.011,1.0999999999999999
202115,VD,20 - 29,159,altersklasse_covid19,105425,2944,0.15,2.79,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.016,1.6
202116,VD,20 - 29,735,altersklasse_covid19,105425,3679,0.7,3.49,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.032,3.2
202117,VD,20 - 29,2251,altersklasse_covid19,105425,5930,2.14,5.62,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.072,7.199999999999999
202118,VD,20 - 29,5000,altersklasse_covid19,105425,10930,4.74,10.37,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.144,14.399999999999999
202119,VD,20 - 29,5247,altersklasse_covid19,105425,16177,4.98,15.34,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.17,17
202120,VD,20 - 29,6046,altersklasse_covid19,105425,22223,5.73,21.08,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.178,17.8
202121,VD,20 - 29,5943,altersklasse_covid19,105425,28166,5.64,26.72,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.188,18.8
202122,VD,20 - 29,6784,altersklasse_covid19,105425,34950,6.43,33.15,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.195,19.5
202123,VD,20 - 29,6282,altersklasse_covid19,105425,41232,5.96,39.11,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.198,19.8
202124,VD,20 - 29,5455,altersklasse_covid19,105425,46687,5.17,44.28,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.197,19.7
202052,VD,30 - 39,0,altersklasse_covid19,116644,0,0,0,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,NA,NA
202053,VD,30 - 39,7,altersklasse_covid19,116644,7,0.01,0.01,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.074,7.3999999999999995
202101,VD,30 - 39,21,altersklasse_covid19,116644,28,0.02,0.02,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.077,7.7
202102,VD,30 - 39,305,altersklasse_covid19,116644,333,0.26,0.29,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.057,5.7
202103,VD,30 - 39,593,altersklasse_covid19,116644,926,0.51,0.79,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.058,5.800000000000001
202104,VD,30 - 39,969,altersklasse_covid19,116644,1895,0.83,1.62,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.084,8.4
202105,VD,30 - 39,754,altersklasse_covid19,116644,2649,0.65,2.27,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.073,7.3
202106,VD,30 - 39,291,altersklasse_covid19,116644,2940,0.25,2.52,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.036,3.5999999999999996
202107,VD,30 - 39,236,altersklasse_covid19,116644,3176,0.2,2.72,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.038,3.8
202108,VD,30 - 39,185,altersklasse_covid19,116644,3361,0.16,2.88,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.074,7.3999999999999995
202109,VD,30 - 39,165,altersklasse_covid19,116644,3526,0.14,3.02,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.022,2.1999999999999997
202110,VD,30 - 39,195,altersklasse_covid19,116644,3721,0.17,3.19,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.023,2.3
202111,VD,30 - 39,205,altersklasse_covid19,116644,3926,0.18,3.37,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.022,2.1999999999999997
202112,VD,30 - 39,341,altersklasse_covid19,116644,4267,0.29,3.66,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.038,3.8
202113,VD,30 - 39,258,altersklasse_covid19,116644,4525,0.22,3.88,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.039,3.9
202114,VD,30 - 39,144,altersklasse_covid19,116644,4669,0.12,4,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.019,1.9
202115,VD,30 - 39,256,altersklasse_covid19,116644,4925,0.22,4.22,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.027,2.7
202116,VD,30 - 39,1030,altersklasse_covid19,116644,5955,0.88,5.11,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.045,4.5
202117,VD,30 - 39,2590,altersklasse_covid19,116644,8545,2.22,7.33,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.083,8.3
202118,VD,30 - 39,6034,altersklasse_covid19,116644,14579,5.17,12.5,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.174,17.4
202119,VD,30 - 39,5754,altersklasse_covid19,116644,20333,4.93,17.43,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.187,18.7
202120,VD,30 - 39,6882,altersklasse_covid19,116644,27215,5.9,23.33,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.202,20.200000000000003
202121,VD,30 - 39,6894,altersklasse_covid19,116644,34109,5.91,29.24,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.218,21.8
202122,VD,30 - 39,8069,altersklasse_covid19,116644,42178,6.92,36.16,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.232,23.200000000000003
202123,VD,30 - 39,7326,altersklasse_covid19,116644,49504,6.28,42.44,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.231,23.1
202124,VD,30 - 39,6237,altersklasse_covid19,116644,55741,5.35,47.79,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.225,22.5
202052,VD,40 - 49,0,altersklasse_covid19,117016,0,0,0,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,NA,NA
202053,VD,40 - 49,7,altersklasse_covid19,117016,7,0.01,0.01,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.074,7.3999999999999995
202101,VD,40 - 49,27,altersklasse_covid19,117016,34,0.02,0.03,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.099,9.9
202102,VD,40 - 49,447,altersklasse_covid19,117016,481,0.38,0.41,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.084,8.4
202103,VD,40 - 49,848,altersklasse_covid19,117016,1329,0.72,1.14,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.083,8.3
202104,VD,40 - 49,1097,altersklasse_covid19,117016,2426,0.94,2.07,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.095,9.5
202105,VD,40 - 49,886,altersklasse_covid19,117016,3312,0.76,2.83,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.086,8.6
202106,VD,40 - 49,498,altersklasse_covid19,117016,3810,0.43,3.26,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.061,6.1
202107,VD,40 - 49,363,altersklasse_covid19,117016,4173,0.31,3.57,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.058,5.800000000000001
202108,VD,40 - 49,160,altersklasse_covid19,117016,4333,0.14,3.7,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.064,6.4
202109,VD,40 - 49,232,altersklasse_covid19,117016,4565,0.2,3.9,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.031,3.1
202110,VD,40 - 49,320,altersklasse_covid19,117016,4885,0.27,4.17,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.037,3.6999999999999997
202111,VD,40 - 49,460,altersklasse_covid19,117016,5345,0.39,4.57,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.048,4.8
202112,VD,40 - 49,609,altersklasse_covid19,117016,5954,0.52,5.09,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.067,6.7
202113,VD,40 - 49,458,altersklasse_covid19,117016,6412,0.39,5.48,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.07,7.000000000000001
202114,VD,40 - 49,264,altersklasse_covid19,117016,6676,0.23,5.71,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.034,3.4000000000000004
202115,VD,40 - 49,405,altersklasse_covid19,117016,7081,0.35,6.05,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.042,4.2
202116,VD,40 - 49,1703,altersklasse_covid19,117016,8784,1.46,7.51,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.075,7.5
202117,VD,40 - 49,3782,altersklasse_covid19,117016,12566,3.23,10.74,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.121,12.1
202118,VD,40 - 49,7208,altersklasse_covid19,117016,19774,6.16,16.9,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.208,20.8
202119,VD,40 - 49,6610,altersklasse_covid19,117016,26384,5.65,22.55,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.215,21.5
202120,VD,40 - 49,8308,altersklasse_covid19,117016,34692,7.1,29.65,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.244,24.4
202121,VD,40 - 49,8054,altersklasse_covid19,117016,42746,6.88,36.53,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.255,25.5
202122,VD,40 - 49,9041,altersklasse_covid19,117016,51787,7.73,44.26,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.26,26
202123,VD,40 - 49,7876,altersklasse_covid19,117016,59663,6.73,50.99,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.249,24.9
202124,VD,40 - 49,6295,altersklasse_covid19,117016,65958,5.38,56.37,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.228,22.8
202052,VD,50 - 59,0,altersklasse_covid19,113315,0,0,0,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,NA,NA
202053,VD,50 - 59,14,altersklasse_covid19,113315,14,0.01,0.01,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.147,14.7
202101,VD,50 - 59,37,altersklasse_covid19,113315,51,0.03,0.05,COVID19AtLeastOneDosePersons,2021-06-25_09-42-12,detailed,0.136,13.600000000000001
