sex,geoRegion,datum,entries,sumTotal,freq,prct,pop,inz_entries,inzsumTotal,type,type_variant,version,datum_unit,datum_dboardformated,entries_diff_abs,entries_diff_inz,entries_diff_pct,prct_diff,timeframe_all,timeframe_phase2,timeframe_phase2b,timeframe_phase3,timeframe_28d,timeframe_14d
male,LU,202034,17,483,0.531,53.1,205976,8.25,234.49,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-34,-11,-5.34,-39.3,5.600000000000001,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,NE,202034,13,353,0.5,50,86495,15.03,408.12,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-34,0,0,0,3.5999999999999943,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,NW,202034,0,58,NA,NA,22053,0,263,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-34,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,OW,202034,5,49,0.714,71.39999999999999,19158,26.1,255.77,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-34,5,26.1,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,SG,202034,38,629,0.535,53.5,256039,14.84,245.67,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-34,-1,-0.39,-2.6,-6.5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,SH,202034,1,78,0.25,25,40768,2.45,191.33,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-34,-7,-17.17,-87.5,-15,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,SO,202034,15,299,0.469,46.9,137659,10.9,217.2,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-34,-22,-15.98,-59.5,-14.800000000000004,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,SZ,202034,19,243,0.704,70.39999999999999,82213,23.11,295.57,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-34,9,10.95,90,7.8999999999999915,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,TG,202034,13,249,0.481,48.1,140885,9.23,176.74,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-34,-2,-1.42,-13.3,1.2000000000000028,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,TI,202034,26,1662,0.634,63.4,171141,15.19,971.13,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-34,19,11.1,271.4,28.4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,UR,202034,3,69,0.5,50,18739,16.01,368.22,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-34,-1,-5.34,-25,5.600000000000001,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,VD,202034,182,3113,0.519,51.9,395189,46.05,787.72,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-34,94,23.78,106.8,3.799999999999997,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,VS,202034,33,1014,0.532,53.2,171254,19.27,592.1,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-34,6,3.5,22.2,0.29999999999999716,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,ZG,202034,12,171,0.6,60,64594,18.58,264.73,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-34,3,4.65,33.3,-4.299999999999997,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,ZH,202034,221,2742,0.525,52.5,766679,28.83,357.65,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-34,35,4.57,18.8,1.2999999999999972,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,AG,202034,55,978,0.41,41,341112,16.12,286.71,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-34,10,2.93,22.2,3.5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,AI,202034,0,12,NA,NA,7825,0,153.35,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-34,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,AR,202034,3,63,0.429,42.9,27507,10.91,229.03,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-34,-1,-3.63,-25,-1.5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,BE,202034,37,1249,0.378,37.8,529304,6.99,235.97,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-34,-13,-2.46,-26,-8.100000000000001,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,BL,202034,13,501,0.406,40.6,147578,8.81,339.48,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-34,-3,-2.03,-18.8,-14.600000000000001,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,BS,202034,16,702,0.372,37.2,100847,15.87,696.1,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-34,-19,-18.84,-54.3,-22.099999999999994,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,FL,202034,2,47,0.5,50,19532,10.24,240.63,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-34,-3,-15.36,-60,-12.5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,FR,202034,68,891,0.482,48.199999999999996,160630,42.33,554.69,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-34,47,29.26,223.8,-4.300000000000004,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,GE,202034,111,3706,0.478,47.8,259944,42.7,1425.69,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-34,-29,-11.16,-20.7,-4.6000000000000085,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,GL,202034,6,99,0.545,54.50000000000001,20044,29.93,493.91,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-34,4,19.95,200,21.200000000000003,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,GR,202034,13,445,0.5,50,99314,13.09,448.07,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-34,10,10.07,333.3,25,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,JU,202034,1,151,0.25,25,37184,2.69,406.09,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-34,-1,-2.69,-50,-41.7,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,LU,202034,15,507,0.469,46.9,207144,7.24,244.76,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-34,-16,-7.73,-51.6,-5.600000000000001,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,NE,202034,13,463,0.5,50,90001,14.44,514.44,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-34,-2,-2.23,-13.3,-3.6000000000000014,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,NW,202034,0,71,NA,NA,21034,0,337.55,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-34,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,OW,202034,2,48,0.286,28.599999999999998,18772,10.65,255.7,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-34,2,10.65,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,SG,202034,33,572,0.465,46.5,254695,12.96,224.58,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-34,7,2.75,26.9,6.5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,SH,202034,3,86,0.75,75,41580,7.22,206.83,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-34,-9,-21.64,-75,15,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,SO,202034,17,327,0.531,53.1,137588,12.36,237.67,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-34,-6,-4.36,-26.1,14.800000000000004,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,SZ,202034,8,217,0.296,29.599999999999998,78267,10.22,277.26,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-34,2,2.55,33.3,-7.900000000000002,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,TG,202034,14,275,0.519,51.9,138662,10.1,198.32,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-34,-3,-2.16,-17.6,-1.2000000000000028,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,TI,202034,15,1824,0.366,36.6,180350,8.32,1011.37,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-34,2,1.11,15.4,-28.4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,UR,202034,3,62,0.5,50,17964,16.7,345.13,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-34,-1,-5.57,-25,5.600000000000001,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,VD,202034,169,3728,0.481,48.1,409909,41.23,909.47,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-34,74,18.05,77.9,-3.799999999999997,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,VS,202034,29,1240,0.468,46.800000000000004,174271,16.64,711.54,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-34,5,2.87,20.8,-0.29999999999999005,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,ZG,202034,8,135,0.4,40,63048,12.69,214.12,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-34,3,4.76,60,4.300000000000004,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,ZH,202034,200,2777,0.475,47.5,772596,25.89,359.44,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-34,23,2.98,13,-1.2999999999999972,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,AG,202034,0,1,0,0,NA,NA,NA,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-34,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,AI,202034,0,0,NA,NA,NA,NA,NA,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-34,0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,AR,202034,0,0,0,0,NA,NA,NA,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-34,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,BE,202034,0,2,0,0,NA,NA,NA,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-34,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,BL,202034,0,0,0,0,NA,NA,NA,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-34,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,BS,202034,0,0,0,0,NA,NA,NA,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-34,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,FL,202034,0,0,0,0,NA,NA,NA,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-34,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,FR,202034,0,2,0,0,NA,NA,NA,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-34,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,GE,202034,0,3,0,0,NA,NA,NA,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-34,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,GL,202034,0,0,0,0,NA,NA,NA,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-34,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,GR,202034,0,0,0,0,NA,NA,NA,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-34,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,JU,202034,0,0,0,0,NA,NA,NA,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-34,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,LU,202034,0,0,0,0,NA,NA,NA,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-34,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,NE,202034,0,0,0,0,NA,NA,NA,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-34,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,NW,202034,0,0,NA,NA,NA,NA,NA,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-34,0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,OW,202034,0,0,0,0,NA,NA,NA,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-34,0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,SG,202034,0,0,0,0,NA,NA,NA,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-34,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,SH,202034,0,0,0,0,NA,NA,NA,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-34,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,SO,202034,0,0,0,0,NA,NA,NA,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-34,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,SZ,202034,0,1,0,0,NA,NA,NA,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-34,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,TG,202034,0,0,0,0,NA,NA,NA,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-34,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,TI,202034,0,1,0,0,NA,NA,NA,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-34,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,UR,202034,0,1,0,0,NA,NA,NA,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-34,-1,NA,-100,-11.1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,VD,202034,0,6,0,0,NA,NA,NA,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-34,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,VS,202034,0,0,0,0,NA,NA,NA,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-34,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,ZG,202034,0,0,0,0,NA,NA,NA,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-34,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,ZH,202034,0,7,0,0,NA,NA,NA,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-34,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,AG,202035,73,1037,0.49,49,344733,21.18,300.81,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-35,-6,-1.74,-7.6,-10,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,AI,202035,0,13,NA,NA,8303,0,156.57,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-35,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,AR,202035,1,58,0.25,25,27938,3.58,207.6,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-35,-3,-10.74,-75,-32.099999999999994,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,BE,202035,72,1239,0.585,58.5,510170,14.11,242.86,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-35,11,2.15,18,-3.700000000000003,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,BL,202035,23,571,0.639,63.9,141890,16.21,402.42,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-35,4,2.82,21.1,4.5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,BS,202035,21,663,0.636,63.6,94997,22.11,697.92,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-35,-6,-6.31,-22.2,0.8000000000000043,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,FL,202035,2,56,0.286,28.599999999999998,19215,10.41,291.44,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-35,0,0,0,-21.400000000000002,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,FR,202035,68,758,0.527,52.7,161153,42.2,470.36,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-35,-5,-3.1,-6.8,0.8999999999999986,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,GE,202035,164,3183,0.534,53.400000000000006,244184,67.16,1303.53,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-35,43,17.61,35.5,1.2000000000000028,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,GL,202035,0,63,0,0,20546,0,306.63,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-35,-5,-24.34,-100,-45.5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,GR,202035,9,517,0.45,45,99707,9.03,518.52,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-35,-4,-4.01,-30.8,-5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,JU,202035,1,123,0.5,50,36400,2.75,337.91,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-35,-2,-5.49,-66.7,-25,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,LU,202035,24,507,0.533,53.300000000000004,205976,11.65,246.15,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-35,7,3.4,41.2,0.20000000000000284,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,NE,202035,10,363,0.312,31.2,86495,11.56,419.68,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-35,-3,-3.47,-23.1,-18.8,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,NW,202035,2,60,1,100,22053,9.07,272.07,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-35,2,9.07,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,OW,202035,2,51,0.4,40,19158,10.44,266.21,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-35,-3,-15.66,-60,-31.39999999999999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,SG,202035,13,642,0.317,31.7,256039,5.08,250.74,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-35,-25,-9.76,-65.8,-21.8,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,SH,202035,1,79,0.25,25,40768,2.45,193.78,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-35,0,0,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,SO,202035,16,315,0.314,31.4,137659,11.62,228.83,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-35,1,0.72,6.7,-15.5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,SZ,202035,9,252,0.45,45,82213,10.95,306.52,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-35,-10,-12.16,-52.6,-25.39999999999999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,TG,202035,10,259,0.476,47.599999999999994,140885,7.1,183.84,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-35,-3,-2.13,-23.1,-0.5000000000000071,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,TI,202035,14,1676,0.538,53.800000000000004,171141,8.18,979.31,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-35,-12,-7.01,-46.2,-9.599999999999994,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,UR,202035,4,73,0.8,80,18739,21.35,389.56,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-35,1,5.34,33.3,30,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,VD,202035,249,3362,0.522,52.2,395189,63.01,850.73,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-35,67,16.96,36.8,0.30000000000000426,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,VS,202035,39,1053,0.582,58.199999999999996,171254,22.77,614.88,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-35,6,3.5,18.2,4.999999999999993,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,ZG,202035,11,182,0.688,68.8,64594,17.03,281.76,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-35,-1,-1.55,-8.3,8.799999999999997,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,ZH,202035,241,2983,0.507,50.7,766679,31.43,389.08,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-35,20,2.6,9,-1.7999999999999972,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,AG,202035,75,1053,0.503,50.3,341112,21.99,308.7,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-35,20,5.87,36.4,9.299999999999997,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,AI,202035,0,12,NA,NA,7825,0,153.35,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-35,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,AR,202035,3,66,0.75,75,27507,10.91,239.94,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-35,0,0,0,32.1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,BE,202035,51,1300,0.415,41.5,529304,9.64,245.61,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-35,14,2.65,37.8,3.700000000000003,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,BL,202035,13,514,0.361,36.1,147578,8.81,348.29,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-35,0,0,0,-4.5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,BS,202035,12,714,0.364,36.4,100847,11.9,708,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-35,-4,-3.97,-25,-0.8000000000000043,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,FL,202035,5,52,0.714,71.39999999999999,19532,25.6,266.23,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-35,3,15.36,150,21.39999999999999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,FR,202035,61,952,0.473,47.3,160630,37.98,592.67,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-35,-7,-4.35,-10.3,-0.8999999999999986,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,GE,202035,143,3849,0.466,46.6,259944,55.01,1480.7,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-35,32,12.31,28.8,-1.1999999999999957,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,GL,202035,2,101,1,100,20044,9.98,503.89,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-35,-4,-19.95,-66.7,45.49999999999999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,GR,202035,11,456,0.55,55.00000000000001,99314,11.08,459.15,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-35,-2,-2.01,-15.4,5.000000000000007,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,JU,202035,1,152,0.5,50,37184,2.69,408.78,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-35,0,0,0,25,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,LU,202035,21,528,0.467,46.7,207144,10.14,254.9,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-35,6,2.9,40,-0.19999999999999574,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,NE,202035,22,485,0.688,68.8,90001,24.44,538.88,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-35,9,10,69.2,18.799999999999997,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,NW,202035,0,71,0,0,21034,0,337.55,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-35,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,OW,202035,3,51,0.6,60,18772,15.98,271.68,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-35,1,5.33,50,31.400000000000002,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,SG,202035,28,600,0.683,68.30000000000001,254695,10.99,235.58,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-35,-5,-1.97,-15.2,21.80000000000001,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,SH,202035,3,89,0.75,75,41580,7.22,214.05,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-35,0,0,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,SO,202035,35,362,0.686,68.60000000000001,137588,25.44,263.1,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-35,18,13.08,105.9,15.500000000000007,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,SZ,202035,10,227,0.5,50,78267,12.78,290.03,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-35,2,2.56,25,20.400000000000002,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,TG,202035,11,286,0.524,52.400000000000006,138662,7.93,206.26,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-35,-3,-2.17,-21.4,0.5000000000000071,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,TI,202035,12,1836,0.462,46.2,180350,6.65,1018.02,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-35,-3,-1.67,-20,9.600000000000001,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,UR,202035,1,63,0.2,20,17964,5.57,350.7,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-35,-2,-11.13,-66.7,-30,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,VD,202035,228,3956,0.478,47.8,409909,55.62,965.09,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-35,59,14.39,34.9,-0.30000000000000426,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,VS,202035,28,1268,0.418,41.8,174271,16.07,727.6,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-35,-1,-0.57,-3.4,-5.000000000000007,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,ZG,202035,5,140,0.312,31.2,63048,7.93,222.05,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-35,-3,-4.76,-37.5,-8.8,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,ZH,202035,234,3011,0.493,49.3,772596,30.29,389.73,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-35,34,4.4,17,1.7999999999999972,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,AG,202035,1,2,0.007,0.7000000000000001,NA,NA,NA,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-35,1,NA,NA,0.7000000000000001,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,AI,202035,0,0,NA,NA,NA,NA,NA,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2020-35,0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
