geoRegion,date,sumTotal,pop,per100PersonsTotal,type,version
CH,2021-04-05,2222073,8606033,25.82,COVID19VaccDosesContingent,2021-06-23_00-00-00
CH,2021-04-06,2222073,8606033,25.82,COVID19VaccDosesContingent,2021-06-23_00-00-00
CH,2021-04-07,2379048,8606033,27.64,COVID19VaccDosesContingent,2021-06-23_00-00-00
CH,2021-04-08,2379048,8606033,27.64,COVID19VaccDosesContingent,2021-06-23_00-00-00
CH,2021-04-09,2379048,8606033,27.64,COVID19VaccDosesContingent,2021-06-23_00-00-00
CH,2021-04-10,2379048,8606033,27.64,COVID19VaccDosesContingent,2021-06-23_00-00-00
CH,2021-04-11,2379048,8606033,27.64,COVID19VaccDosesContingent,2021-06-23_00-00-00
CH,2021-04-12,2379048,8606033,27.64,COVID19VaccDosesContingent,2021-06-23_00-00-00
CH,2021-04-13,2379048,8606033,27.64,COVID19VaccDosesContingent,2021-06-23_00-00-00
CH,2021-04-14,2535048,8606033,29.46,COVID19VaccDosesContingent,2021-06-23_00-00-00
CH,2021-04-15,2535048,8606033,29.46,COVID19VaccDosesContingent,2021-06-23_00-00-00
CH,2021-04-16,2535048,8606033,29.46,COVID19VaccDosesContingent,2021-06-23_00-00-00
CH,2021-04-17,2535048,8606033,29.46,COVID19VaccDosesContingent,2021-06-23_00-00-00
CH,2021-04-18,2535048,8606033,29.46,COVID19VaccDosesContingent,2021-06-23_00-00-00
CH,2021-04-19,2535048,8606033,29.46,COVID19VaccDosesContingent,2021-06-23_00-00-00
CH,2021-04-20,2535048,8606033,29.46,COVID19VaccDosesContingent,2021-06-23_00-00-00
CH,2021-04-21,3045048,8606033,35.38,COVID19VaccDosesContingent,2021-06-23_00-00-00
CH,2021-04-22,3045048,8606033,35.38,COVID19VaccDosesContingent,2021-06-23_00-00-00
CH,2021-04-23,3045048,8606033,35.38,COVID19VaccDosesContingent,2021-06-23_00-00-00
CH,2021-04-24,3045048,8606033,35.38,COVID19VaccDosesContingent,2021-06-23_00-00-00
CH,2021-04-25,3045048,8606033,35.38,COVID19VaccDosesContingent,2021-06-23_00-00-00
CH,2021-04-26,3045048,8606033,35.38,COVID19VaccDosesContingent,2021-06-23_00-00-00
CH,2021-04-27,3045048,8606033,35.38,COVID19VaccDosesContingent,2021-06-23_00-00-00
CH,2021-04-28,3202998,8606033,37.22,COVID19VaccDosesContingent,2021-06-23_00-00-00
CH,2021-04-29,3202998,8606033,37.22,COVID19VaccDosesContingent,2021-06-23_00-00-00
CH,2021-04-30,3202998,8606033,37.22,COVID19VaccDosesContingent,2021-06-23_00-00-00
CH,2021-05-01,3202998,8606033,37.22,COVID19VaccDosesContingent,2021-06-23_00-00-00
CH,2021-05-02,3700498,8606033,43,COVID19VaccDosesContingent,2021-06-23_00-00-00
CH,2021-05-03,3700498,8606033,43,COVID19VaccDosesContingent,2021-06-23_00-00-00
CH,2021-05-04,3700498,8606033,43,COVID19VaccDosesContingent,2021-06-23_00-00-00
CH,2021-05-05,3818473,8606033,44.37,COVID19VaccDosesContingent,2021-06-23_00-00-00
CH,2021-05-06,3818473,8606033,44.37,COVID19VaccDosesContingent,2021-06-23_00-00-00
CH,2021-05-07,3818473,8606033,44.37,COVID19VaccDosesContingent,2021-06-23_00-00-00
CH,2021-05-08,3818473,8606033,44.37,COVID19VaccDosesContingent,2021-06-23_00-00-00
CH,2021-05-09,3818473,8606033,44.37,COVID19VaccDosesContingent,2021-06-23_00-00-00
CH,2021-05-10,3818473,8606033,44.37,COVID19VaccDosesContingent,2021-06-23_00-00-00
CH,2021-05-11,3818473,8606033,44.37,COVID19VaccDosesContingent,2021-06-23_00-00-00
CH,2021-05-12,3937423,8606033,45.75,COVID19VaccDosesContingent,2021-06-23_00-00-00
CH,2021-05-13,3937423,8606033,45.75,COVID19VaccDosesContingent,2021-06-23_00-00-00
CH,2021-05-14,3937423,8606033,45.75,COVID19VaccDosesContingent,2021-06-23_00-00-00
CH,2021-05-15,3937423,8606033,45.75,COVID19VaccDosesContingent,2021-06-23_00-00-00
CH,2021-05-16,4689923,8606033,54.5,COVID19VaccDosesContingent,2021-06-23_00-00-00
CH,2021-05-17,4689923,8606033,54.5,COVID19VaccDosesContingent,2021-06-23_00-00-00
CH,2021-05-18,4689923,8606033,54.5,COVID19VaccDosesContingent,2021-06-23_00-00-00
CH,2021-05-19,4808873,8606033,55.88,COVID19VaccDosesContingent,2021-06-23_00-00-00
CH,2021-05-20,4808873,8606033,55.88,COVID19VaccDosesContingent,2021-06-23_00-00-00
CH,2021-05-21,4808873,8606033,55.88,COVID19VaccDosesContingent,2021-06-23_00-00-00
CH,2021-05-22,4808873,8606033,55.88,COVID19VaccDosesContingent,2021-06-23_00-00-00
CH,2021-05-23,4808873,8606033,55.88,COVID19VaccDosesContingent,2021-06-23_00-00-00
CH,2021-05-24,4808873,8606033,55.88,COVID19VaccDosesContingent,2021-06-23_00-00-00
CH,2021-05-25,4808873,8606033,55.88,COVID19VaccDosesContingent,2021-06-23_00-00-00
CH,2021-05-26,4927823,8606033,57.26,COVID19VaccDosesContingent,2021-06-23_00-00-00
CH,2021-05-27,4927823,8606033,57.26,COVID19VaccDosesContingent,2021-06-23_00-00-00
CH,2021-05-28,4927823,8606033,57.26,COVID19VaccDosesContingent,2021-06-23_00-00-00
CH,2021-05-29,4927823,8606033,57.26,COVID19VaccDosesContingent,2021-06-23_00-00-00
CH,2021-05-30,5942223,8606033,69.05,COVID19VaccDosesContingent,2021-06-23_00-00-00
CH,2021-05-31,5942223,8606033,69.05,COVID19VaccDosesContingent,2021-06-23_00-00-00
CH,2021-06-01,5942223,8606033,69.05,COVID19VaccDosesContingent,2021-06-23_00-00-00
CH,2021-06-02,6035823,8606033,70.13,COVID19VaccDosesContingent,2021-06-23_00-00-00
CH,2021-06-03,6035823,8606033,70.13,COVID19VaccDosesContingent,2021-06-23_00-00-00
CH,2021-06-04,6035823,8606033,70.13,COVID19VaccDosesContingent,2021-06-23_00-00-00
CH,2021-06-05,6035823,8606033,70.13,COVID19VaccDosesContingent,2021-06-23_00-00-00
CH,2021-06-06,6035823,8606033,70.13,COVID19VaccDosesContingent,2021-06-23_00-00-00
CH,2021-06-07,6035823,8606033,70.13,COVID19VaccDosesContingent,2021-06-23_00-00-00
CH,2021-06-08,6035823,8606033,70.13,COVID19VaccDosesContingent,2021-06-23_00-00-00
CH,2021-06-09,6130398,8606033,71.23,COVID19VaccDosesContingent,2021-06-23_00-00-00
CH,2021-06-10,6130398,8606033,71.23,COVID19VaccDosesContingent,2021-06-23_00-00-00
CH,2021-06-11,6130398,8606033,71.23,COVID19VaccDosesContingent,2021-06-23_00-00-00
CH,2021-06-12,6130398,8606033,71.23,COVID19VaccDosesContingent,2021-06-23_00-00-00
CH,2021-06-13,6629898,8606033,77.04,COVID19VaccDosesContingent,2021-06-23_00-00-00
CH,2021-06-14,6629898,8606033,77.04,COVID19VaccDosesContingent,2021-06-23_00-00-00
CH,2021-06-15,6629898,8606033,77.04,COVID19VaccDosesContingent,2021-06-23_00-00-00
CH,2021-06-16,6724473,8606033,78.14,COVID19VaccDosesContingent,2021-06-23_00-00-00
CH,2021-06-17,6724473,8606033,78.14,COVID19VaccDosesContingent,2021-06-23_00-00-00
CH,2021-06-18,6724473,8606033,78.14,COVID19VaccDosesContingent,2021-06-23_00-00-00
CH,2021-06-19,6724473,8606033,78.14,COVID19VaccDosesContingent,2021-06-23_00-00-00
CH,2021-06-20,7236873,8606033,84.09,COVID19VaccDosesContingent,2021-06-23_00-00-00
CH,2021-06-21,7236873,8606033,84.09,COVID19VaccDosesContingent,2021-06-23_00-00-00
CH,2021-06-22,7236873,8606033,84.09,COVID19VaccDosesContingent,2021-06-23_00-00-00
CH,2021-06-23,7333398,8606033,85.21,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-01-29,529825,8644780,6.13,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-01-30,529825,8644780,6.13,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-01-31,527875,8644780,6.11,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-02-01,527875,8644780,6.11,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-02-02,527875,8644780,6.11,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-02-03,788349,8644780,9.12,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-02-04,788349,8644780,9.12,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-02-05,788349,8644780,9.12,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-02-06,788349,8644780,9.12,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-02-07,789049,8644780,9.13,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-02-08,789049,8644780,9.13,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-02-09,789049,8644780,9.13,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-02-10,804648,8644780,9.31,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-02-11,804648,8644780,9.31,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-02-12,804648,8644780,9.31,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-02-13,804648,8644780,9.31,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-02-14,804648,8644780,9.31,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-02-15,804648,8644780,9.31,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-02-16,804648,8644780,9.31,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-02-17,882648,8644780,10.21,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-02-18,882648,8644780,10.21,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-02-19,882648,8644780,10.21,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-02-20,882648,8644780,10.21,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-02-21,882648,8644780,10.21,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-02-22,882648,8644780,10.21,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-02-23,882648,8644780,10.21,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-02-24,973323,8644780,11.26,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-02-25,973323,8644780,11.26,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-02-26,973323,8644780,11.26,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-02-27,973323,8644780,11.26,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-02-28,1161423,8644780,13.43,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-03-01,1161423,8644780,13.43,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-03-02,1161423,8644780,13.43,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-03-03,1302798,8644780,15.07,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-03-04,1302798,8644780,15.07,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-03-05,1302798,8644780,15.07,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-03-06,1302798,8644780,15.07,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-03-07,1303773,8644780,15.08,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-03-08,1303773,8644780,15.08,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-03-09,1303773,8644780,15.08,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-03-10,1357398,8644780,15.7,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-03-11,1357398,8644780,15.7,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-03-12,1357398,8644780,15.7,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-03-13,1357398,8644780,15.7,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-03-14,1357398,8644780,15.7,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-03-15,1357398,8644780,15.7,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-03-16,1357398,8644780,15.7,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-03-17,1387623,8644780,16.05,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-03-18,1387623,8644780,16.05,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-03-19,1387623,8644780,16.05,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-03-20,1387623,8644780,16.05,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-03-21,1742623,8644780,20.16,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-03-22,1742623,8644780,20.16,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-03-23,1742623,8644780,20.16,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-03-24,1817698,8644780,21.03,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-03-25,1817698,8644780,21.03,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-03-26,1817698,8644780,21.03,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-03-27,1817698,8644780,21.03,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-03-28,1817698,8644780,21.03,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-03-29,1817698,8644780,21.03,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-03-30,1817698,8644780,21.03,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-03-31,2231673,8644780,25.82,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-04-01,2231673,8644780,25.82,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-04-02,2231673,8644780,25.82,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-04-03,2231673,8644780,25.82,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-04-04,2231673,8644780,25.82,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-04-05,2231673,8644780,25.82,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-04-06,2231673,8644780,25.82,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-04-07,2388648,8644780,27.63,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-04-08,2388648,8644780,27.63,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-04-09,2388648,8644780,27.63,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-04-10,2388648,8644780,27.63,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-04-11,2388648,8644780,27.63,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-04-12,2388648,8644780,27.63,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-04-13,2388648,8644780,27.63,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-04-14,2545623,8644780,29.45,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-04-15,2545623,8644780,29.45,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-04-16,2545623,8644780,29.45,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-04-17,2545623,8644780,29.45,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-04-18,2545623,8644780,29.45,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-04-19,2545623,8644780,29.45,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-04-20,2545623,8644780,29.45,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-04-21,3058098,8644780,35.38,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-04-22,3058098,8644780,35.38,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-04-23,3058098,8644780,35.38,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-04-24,3058098,8644780,35.38,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-04-25,3058098,8644780,35.38,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-04-26,3058098,8644780,35.38,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-04-27,3058098,8644780,35.38,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-04-28,3217023,8644780,37.21,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-04-29,3217023,8644780,37.21,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-04-30,3217023,8644780,37.21,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-05-01,3217023,8644780,37.21,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-05-02,3716923,8644780,43,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-05-03,3716923,8644780,43,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-05-04,3716923,8644780,43,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-05-05,3834898,8644780,44.36,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-05-06,3834898,8644780,44.36,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-05-07,3834898,8644780,44.36,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-05-08,3834898,8644780,44.36,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-05-09,3834898,8644780,44.36,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-05-10,3834898,8644780,44.36,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-05-11,3834898,8644780,44.36,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-05-12,3954823,8644780,45.75,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-05-13,3954823,8644780,45.75,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-05-14,3954823,8644780,45.75,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-05-15,3954823,8644780,45.75,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-05-16,4710823,8644780,54.49,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-05-17,4710823,8644780,54.49,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-05-18,4710823,8644780,54.49,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-05-19,4829773,8644780,55.87,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-05-20,4829773,8644780,55.87,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-05-21,4829773,8644780,55.87,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-05-22,4829773,8644780,55.87,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-05-23,4829773,8644780,55.87,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-05-24,4829773,8644780,55.87,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-05-25,4829773,8644780,55.87,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-05-26,4949698,8644780,57.26,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-05-27,4949698,8644780,57.26,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-05-28,4949698,8644780,57.26,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-05-29,4949698,8644780,57.26,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-05-30,5968898,8644780,69.05,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-05-31,5968898,8644780,69.05,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-06-01,5968898,8644780,69.05,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-06-02,6062498,8644780,70.13,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-06-03,6062498,8644780,70.13,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-06-04,6062498,8644780,70.13,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-06-05,6062498,8644780,70.13,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-06-06,6062498,8644780,70.13,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-06-07,6062498,8644780,70.13,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-06-08,6062498,8644780,70.13,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-06-09,6158048,8644780,71.23,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-06-10,6158048,8644780,71.23,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-06-11,6158048,8644780,71.23,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-06-12,6158048,8644780,71.23,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-06-13,6659848,8644780,77.04,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-06-14,6659848,8644780,77.04,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-06-15,6659848,8644780,77.04,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-06-16,6754423,8644780,78.13,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-06-17,6754423,8644780,78.13,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-06-18,6754423,8644780,78.13,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-06-19,6754423,8644780,78.13,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-06-20,7269323,8644780,84.09,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-06-21,7269323,8644780,84.09,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-06-22,7269323,8644780,84.09,COVID19VaccDosesContingent,2021-06-23_00-00-00
CHFL,2021-06-23,7366823,8644780,85.22,COVID19VaccDosesContingent,2021-06-23_00-00-00
FL,2021-01-29,1775,38747,4.58,COVID19VaccDosesContingent,2021-06-23_00-00-00
FL,2021-01-30,1775,38747,4.58,COVID19VaccDosesContingent,2021-06-23_00-00-00
FL,2021-01-31,1775,38747,4.58,COVID19VaccDosesContingent,2021-06-23_00-00-00
FL,2021-02-01,1775,38747,4.58,COVID19VaccDosesContingent,2021-06-23_00-00-00
FL,2021-02-02,1775,38747,4.58,COVID19VaccDosesContingent,2021-06-23_00-00-00
FL,2021-02-03,2775,38747,7.16,COVID19VaccDosesContingent,2021-06-23_00-00-00
FL,2021-02-04,2775,38747,7.16,COVID19VaccDosesContingent,2021-06-23_00-00-00
FL,2021-02-05,2775,38747,7.16,COVID19VaccDosesContingent,2021-06-23_00-00-00
FL,2021-02-06,2775,38747,7.16,COVID19VaccDosesContingent,2021-06-23_00-00-00
FL,2021-02-07,2775,38747,7.16,COVID19VaccDosesContingent,2021-06-23_00-00-00
FL,2021-02-08,2775,38747,7.16,COVID19VaccDosesContingent,2021-06-23_00-00-00
FL,2021-02-09,2775,38747,7.16,COVID19VaccDosesContingent,2021-06-23_00-00-00
FL,2021-02-10,3750,38747,9.68,COVID19VaccDosesContingent,2021-06-23_00-00-00
FL,2021-02-11,3750,38747,9.68,COVID19VaccDosesContingent,2021-06-23_00-00-00
FL,2021-02-12,3750,38747,9.68,COVID19VaccDosesContingent,2021-06-23_00-00-00
FL,2021-02-13,3750,38747,9.68,COVID19VaccDosesContingent,2021-06-23_00-00-00
FL,2021-02-14,3750,38747,9.68,COVID19VaccDosesContingent,2021-06-23_00-00-00
FL,2021-02-15,3750,38747,9.68,COVID19VaccDosesContingent,2021-06-23_00-00-00
FL,2021-02-16,3750,38747,9.68,COVID19VaccDosesContingent,2021-06-23_00-00-00
FL,2021-02-17,3750,38747,9.68,COVID19VaccDosesContingent,2021-06-23_00-00-00
FL,2021-02-18,3750,38747,9.68,COVID19VaccDosesContingent,2021-06-23_00-00-00
FL,2021-02-19,3750,38747,9.68,COVID19VaccDosesContingent,2021-06-23_00-00-00
FL,2021-02-20,3750,38747,9.68,COVID19VaccDosesContingent,2021-06-23_00-00-00
FL,2021-02-21,3750,38747,9.68,COVID19VaccDosesContingent,2021-06-23_00-00-00
FL,2021-02-22,3750,38747,9.68,COVID19VaccDosesContingent,2021-06-23_00-00-00
FL,2021-02-23,3750,38747,9.68,COVID19VaccDosesContingent,2021-06-23_00-00-00
FL,2021-02-24,3750,38747,9.68,COVID19VaccDosesContingent,2021-06-23_00-00-00
FL,2021-02-25,3750,38747,9.68,COVID19VaccDosesContingent,2021-06-23_00-00-00
FL,2021-02-26,3750,38747,9.68,COVID19VaccDosesContingent,2021-06-23_00-00-00
FL,2021-02-27,3750,38747,9.68,COVID19VaccDosesContingent,2021-06-23_00-00-00
FL,2021-02-28,4550,38747,11.74,COVID19VaccDosesContingent,2021-06-23_00-00-00
FL,2021-03-01,4550,38747,11.74,COVID19VaccDosesContingent,2021-06-23_00-00-00
FL,2021-03-02,4550,38747,11.74,COVID19VaccDosesContingent,2021-06-23_00-00-00
FL,2021-03-03,5525,38747,14.26,COVID19VaccDosesContingent,2021-06-23_00-00-00
FL,2021-03-04,5525,38747,14.26,COVID19VaccDosesContingent,2021-06-23_00-00-00
FL,2021-03-05,5525,38747,14.26,COVID19VaccDosesContingent,2021-06-23_00-00-00
FL,2021-03-06,5525,38747,14.26,COVID19VaccDosesContingent,2021-06-23_00-00-00
FL,2021-03-07,5525,38747,14.26,COVID19VaccDosesContingent,2021-06-23_00-00-00
FL,2021-03-08,5525,38747,14.26,COVID19VaccDosesContingent,2021-06-23_00-00-00
FL,2021-03-09,5525,38747,14.26,COVID19VaccDosesContingent,2021-06-23_00-00-00
FL,2021-03-10,5525,38747,14.26,COVID19VaccDosesContingent,2021-06-23_00-00-00
FL,2021-03-11,5525,38747,14.26,COVID19VaccDosesContingent,2021-06-23_00-00-00
FL,2021-03-12,5525,38747,14.26,COVID19VaccDosesContingent,2021-06-23_00-00-00
FL,2021-03-13,5525,38747,14.26,COVID19VaccDosesContingent,2021-06-23_00-00-00
FL,2021-03-14,5525,38747,14.26,COVID19VaccDosesContingent,2021-06-23_00-00-00
FL,2021-03-15,5525,38747,14.26,COVID19VaccDosesContingent,2021-06-23_00-00-00
FL,2021-03-16,5525,38747,14.26,COVID19VaccDosesContingent,2021-06-23_00-00-00
FL,2021-03-17,5525,38747,14.26,COVID19VaccDosesContingent,2021-06-23_00-00-00
FL,2021-03-18,5525,38747,14.26,COVID19VaccDosesContingent,2021-06-23_00-00-00
FL,2021-03-19,5525,38747,14.26,COVID19VaccDosesContingent,2021-06-23_00-00-00
FL,2021-03-20,5525,38747,14.26,COVID19VaccDosesContingent,2021-06-23_00-00-00
FL,2021-03-21,7125,38747,18.39,COVID19VaccDosesContingent,2021-06-23_00-00-00
FL,2021-03-22,7125,38747,18.39,COVID19VaccDosesContingent,2021-06-23_00-00-00
FL,2021-03-23,7125,38747,18.39,COVID19VaccDosesContingent,2021-06-23_00-00-00
FL,2021-03-24,8100,38747,20.9,COVID19VaccDosesContingent,2021-06-23_00-00-00
FL,2021-03-25,8100,38747,20.9,COVID19VaccDosesContingent,2021-06-23_00-00-00
