date,geoRegion,indication,entries,type_variant,pop,sumTotal,prctPopSumTotal,freq,prct,prctSumTotal,per100Persons,per100PersonsTotal,type,version,granularity
202105,GR,chronic_disease,12,indication,199021,19,0,0.007,0.7000000000000001,0.8,0.01,0.01,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202106,GR,chronic_disease,27,indication,199021,46,0,0.014,1.4000000000000001,1.0999999999999999,0.01,0.02,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202107,GR,chronic_disease,1,indication,199021,47,0,0.013,1.3,1.0999999999999999,0,0.02,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202108,GR,chronic_disease,518,indication,199021,565,0.3,0.208,20.8,8.3,0.26,0.28,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202109,GR,chronic_disease,65,indication,199021,630,0.3,0.102,10.2,8.4,0.03,0.32,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202110,GR,chronic_disease,359,indication,199021,989,0.5,0.165,16.5,10.2,0.18,0.5,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202111,GR,chronic_disease,559,indication,199021,1548,0.8,0.224,22.400000000000002,12.7,0.28,0.78,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202112,GR,chronic_disease,50,indication,199021,1598,0.8,0.047,4.7,12.1,0.03,0.8,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202113,GR,chronic_disease,123,indication,199021,1721,0.9,0.051,5.1,11,0.06,0.86,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202114,GR,chronic_disease,117,indication,199021,1838,0.9,0.052,5.2,10.299999999999999,0.06,0.92,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202115,GR,chronic_disease,126,indication,199021,1964,1,0.1,10,10.299999999999999,0.06,0.99,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202116,GR,chronic_disease,710,indication,199021,2674,1.3,0.23,23,12,0.36,1.34,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202117,GR,chronic_disease,1219,indication,199021,3893,2,0.405,40.5,15.4,0.61,1.96,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202118,GR,chronic_disease,1512,indication,199021,5405,2.7,0.572,57.199999999999996,19.400000000000002,0.76,2.72,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202119,GR,chronic_disease,2661,indication,199021,8066,4.1,0.406,40.6,23.400000000000002,1.34,4.05,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202120,GR,chronic_disease,1857,indication,199021,9923,5,0.376,37.6,25.2,0.93,4.99,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202121,GR,chronic_disease,1485,indication,199021,11408,5.7,0.234,23.400000000000002,25,0.75,5.73,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202122,GR,chronic_disease,890,indication,199021,12298,6.2,0.164,16.400000000000002,24.099999999999998,0.45,6.18,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202123,GR,chronic_disease,499,indication,199021,12797,6.4,0.149,14.899999999999999,23.5,0.25,6.43,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202124,GR,chronic_disease,371,indication,199021,13168,6.6,0.058,5.800000000000001,21.6,0.19,6.62,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202052,GR,med_prof,0,indication,199021,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202053,GR,med_prof,0,indication,199021,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202101,GR,med_prof,0,indication,199021,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202102,GR,med_prof,0,indication,199021,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202103,GR,med_prof,0,indication,199021,0,0,0,0,0,0,0,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202104,GR,med_prof,117,indication,199021,117,0.1,0.187,18.7,18.6,0.06,0.06,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202105,GR,med_prof,711,indication,199021,828,0.4,0.412,41.199999999999996,35.199999999999996,0.36,0.42,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202106,GR,med_prof,782,indication,199021,1610,0.8,0.409,40.9,37.8,0.39,0.81,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202107,GR,med_prof,20,indication,199021,1630,0.8,0.263,26.3,37.6,0.01,0.82,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202108,GR,med_prof,233,indication,199021,1863,0.9,0.093,9.3,27.3,0.12,0.94,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202109,GR,med_prof,261,indication,199021,2124,1.1,0.41,41,28.4,0.13,1.07,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202110,GR,med_prof,369,indication,199021,2493,1.3,0.169,16.900000000000002,25.8,0.19,1.25,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202111,GR,med_prof,184,indication,199021,2677,1.3,0.074,7.3999999999999995,22,0.09,1.35,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202112,GR,med_prof,83,indication,199021,2760,1.4,0.078,7.8,20.9,0.04,1.39,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202113,GR,med_prof,60,indication,199021,2820,1.4,0.025,2.5,18,0.03,1.42,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202114,GR,med_prof,101,indication,199021,2921,1.5,0.045,4.5,16.3,0.05,1.47,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202115,GR,med_prof,63,indication,199021,2984,1.5,0.05,5,15.6,0.03,1.5,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202116,GR,med_prof,52,indication,199021,3036,1.5,0.017,1.7000000000000002,13.700000000000001,0.03,1.53,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202117,GR,med_prof,105,indication,199021,3141,1.6,0.035,3.5000000000000004,12.5,0.05,1.58,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202118,GR,med_prof,43,indication,199021,3184,1.6,0.016,1.6,11.4,0.02,1.6,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202119,GR,med_prof,685,indication,199021,3869,1.9,0.105,10.5,11.200000000000001,0.34,1.94,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202120,GR,med_prof,275,indication,199021,4144,2.1,0.056,5.6000000000000005,10.5,0.14,2.08,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202121,GR,med_prof,1008,indication,199021,5152,2.6,0.159,15.9,11.3,0.51,2.59,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202122,GR,med_prof,707,indication,199021,5859,2.9,0.131,13.100000000000001,11.5,0.36,2.94,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202123,GR,med_prof,460,indication,199021,6319,3.2,0.138,13.8,11.600000000000001,0.23,3.18,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202124,GR,med_prof,416,indication,199021,6735,3.4,0.065,6.5,11.1,0.21,3.38,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202052,GR,contact_vuln,0,indication,199021,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202053,GR,contact_vuln,0,indication,199021,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202101,GR,contact_vuln,0,indication,199021,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202102,GR,contact_vuln,0,indication,199021,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202103,GR,contact_vuln,1,indication,199021,1,0,1,100,100,0,0,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202104,GR,contact_vuln,122,indication,199021,123,0.1,0.195,19.5,19.6,0.06,0.06,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202105,GR,contact_vuln,184,indication,199021,307,0.2,0.107,10.7,13.100000000000001,0.09,0.15,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202106,GR,contact_vuln,328,indication,199021,635,0.3,0.172,17.2,14.899999999999999,0.16,0.32,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202107,GR,contact_vuln,25,indication,199021,660,0.3,0.329,32.9,15.2,0.01,0.33,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202108,GR,contact_vuln,31,indication,199021,691,0.3,0.012,1.2,10.100000000000001,0.02,0.35,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202109,GR,contact_vuln,32,indication,199021,723,0.4,0.05,5,9.700000000000001,0.02,0.36,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202110,GR,contact_vuln,269,indication,199021,992,0.5,0.123,12.3,10.299999999999999,0.14,0.5,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202111,GR,contact_vuln,345,indication,199021,1337,0.7,0.138,13.8,11,0.17,0.67,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202112,GR,contact_vuln,251,indication,199021,1588,0.8,0.236,23.599999999999998,12,0.13,0.8,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202113,GR,contact_vuln,183,indication,199021,1771,0.9,0.075,7.5,11.3,0.09,0.89,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202114,GR,contact_vuln,165,indication,199021,1936,1,0.074,7.3999999999999995,10.8,0.08,0.97,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202115,GR,contact_vuln,166,indication,199021,2102,1.1,0.132,13.200000000000001,11,0.08,1.06,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202116,GR,contact_vuln,740,indication,199021,2842,1.4,0.24,24,12.8,0.37,1.43,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202117,GR,contact_vuln,180,indication,199021,3022,1.5,0.06,6,12,0.09,1.52,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202118,GR,contact_vuln,121,indication,199021,3143,1.6,0.046,4.6,11.3,0.06,1.58,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202119,GR,contact_vuln,648,indication,199021,3791,1.9,0.099,9.9,11,0.33,1.9,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202120,GR,contact_vuln,873,indication,199021,4664,2.3,0.177,17.7,11.899999999999999,0.44,2.34,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202121,GR,contact_vuln,629,indication,199021,5293,2.7,0.099,9.9,11.600000000000001,0.32,2.66,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202122,GR,contact_vuln,576,indication,199021,5869,2.9,0.106,10.6,11.5,0.29,2.95,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202123,GR,contact_vuln,331,indication,199021,6200,3.1,0.099,9.9,11.4,0.17,3.12,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202124,GR,contact_vuln,797,indication,199021,6997,3.5,0.124,12.4,11.5,0.4,3.52,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202052,GR,contact_comm,0,indication,199021,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202053,GR,contact_comm,0,indication,199021,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202101,GR,contact_comm,0,indication,199021,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202102,GR,contact_comm,0,indication,199021,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202103,GR,contact_comm,0,indication,199021,0,0,0,0,0,0,0,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202104,GR,contact_comm,0,indication,199021,0,0,0,0,0,0,0,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202105,GR,contact_comm,0,indication,199021,0,0,0,0,0,0,0,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202106,GR,contact_comm,0,indication,199021,0,0,0,0,0,0,0,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202107,GR,contact_comm,0,indication,199021,0,0,0,0,0,0,0,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202108,GR,contact_comm,0,indication,199021,0,0,0,0,0,0,0,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202109,GR,contact_comm,0,indication,199021,0,0,0,0,0,0,0,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202110,GR,contact_comm,0,indication,199021,0,0,0,0,0,0,0,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202111,GR,contact_comm,0,indication,199021,0,0,0,0,0,0,0,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202112,GR,contact_comm,0,indication,199021,0,0,0,0,0,0,0,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202113,GR,contact_comm,0,indication,199021,0,0,0,0,0,0,0,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202114,GR,contact_comm,0,indication,199021,0,0,0,0,0,0,0,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202115,GR,contact_comm,0,indication,199021,0,0,0,0,0,0,0,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202116,GR,contact_comm,0,indication,199021,0,0,0,0,0,0,0,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202117,GR,contact_comm,0,indication,199021,0,0,0,0,0,0,0,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202118,GR,contact_comm,0,indication,199021,0,0,0,0,0,0,0,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202119,GR,contact_comm,1,indication,199021,1,0,0,0,0,0,0,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202120,GR,contact_comm,0,indication,199021,1,0,0,0,0,0,0,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202121,GR,contact_comm,0,indication,199021,1,0,0,0,0,0,0,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202122,GR,contact_comm,0,indication,199021,1,0,0,0,0,0,0,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202123,GR,contact_comm,0,indication,199021,1,0,0,0,0,0,0,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202124,GR,contact_comm,1,indication,199021,2,0,0,0,0,0,0,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202052,GR,other,0,indication,199021,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202053,GR,other,0,indication,199021,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202101,GR,other,0,indication,199021,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202102,GR,other,0,indication,199021,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202103,GR,other,0,indication,199021,0,0,0,0,0,0,0,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202104,GR,other,0,indication,199021,0,0,0,0,0,0,0,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202105,GR,other,3,indication,199021,3,0,0.002,0.2,0.1,0,0,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202106,GR,other,0,indication,199021,3,0,0,0,0.1,0,0,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202107,GR,other,3,indication,199021,6,0,0.039,3.9,0.1,0,0,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202108,GR,other,152,indication,199021,158,0.1,0.061,6.1,2.3,0.08,0.08,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202109,GR,other,19,indication,199021,177,0.1,0.03,3,2.4,0.01,0.09,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202110,GR,other,83,indication,199021,260,0.1,0.038,3.8,2.7,0.04,0.13,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202111,GR,other,176,indication,199021,436,0.2,0.07,7.000000000000001,3.5999999999999996,0.09,0.22,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202112,GR,other,18,indication,199021,454,0.2,0.017,1.7000000000000002,3.4000000000000004,0.01,0.23,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202113,GR,other,49,indication,199021,503,0.3,0.02,2,3.2,0.02,0.25,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202114,GR,other,77,indication,199021,580,0.3,0.035,3.5000000000000004,3.2,0.04,0.29,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202115,GR,other,30,indication,199021,610,0.3,0.024,2.4,3.2,0.02,0.31,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202116,GR,other,224,indication,199021,834,0.4,0.073,7.3,3.8,0.11,0.42,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202117,GR,other,262,indication,199021,1096,0.6,0.087,8.7,4.3,0.13,0.55,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202118,GR,other,642,indication,199021,1738,0.9,0.243,24.3,6.2,0.32,0.87,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202119,GR,other,2002,indication,199021,3740,1.9,0.306,30.599999999999998,10.9,1.01,1.88,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202120,GR,other,1755,indication,199021,5495,2.8,0.355,35.5,14.000000000000002,0.88,2.76,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202121,GR,other,2908,indication,199021,8403,4.2,0.459,45.9,18.4,1.46,4.22,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202122,GR,other,3048,indication,199021,11451,5.8,0.563,56.3,22.400000000000002,1.53,5.75,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202123,GR,other,1887,indication,199021,13338,6.7,0.564,56.39999999999999,24.5,0.95,6.7,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202124,GR,other,4336,indication,199021,17674,8.9,0.676,67.60000000000001,28.999999999999996,2.18,8.88,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202052,JU,age,0,indication,73584,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202053,JU,age,0,indication,73584,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202101,JU,age,0,indication,73584,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202102,JU,age,0,indication,73584,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202103,JU,age,0,indication,73584,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202104,JU,age,0,indication,73584,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202105,JU,age,300,indication,73584,300,0.4,0.41,41,41,0.41,0.41,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202106,JU,age,163,indication,73584,463,0.6,0.37,37,39.5,0.22,0.63,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202107,JU,age,443,indication,73584,906,1.2,0.538,53.800000000000004,45.4,0.6,1.23,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202108,JU,age,326,indication,73584,1232,1.7,0.748,74.8,50.7,0.44,1.67,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202109,JU,age,309,indication,73584,1541,2.1,0.732,73.2,54,0.42,2.09,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202110,JU,age,423,indication,73584,1964,2.7,0.813,81.3,58.199999999999996,0.57,2.67,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202111,JU,age,425,indication,73584,2389,3.2,0.726,72.6,60.3,0.58,3.25,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202112,JU,age,615,indication,73584,3004,4.1,0.577,57.699999999999996,59.8,0.84,4.08,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202113,JU,age,441,indication,73584,3445,4.7,0.574,57.4,59.5,0.6,4.68,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202114,JU,age,309,indication,73584,3754,5.1,0.48,48,58.3,0.42,5.1,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202115,JU,age,212,indication,73584,3966,5.4,0.578,57.8,58.3,0.29,5.39,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202116,JU,age,318,indication,73584,4284,5.8,0.605,60.5,58.5,0.43,5.82,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202117,JU,age,546,indication,73584,4830,6.6,0.656,65.60000000000001,59.199999999999996,0.74,6.56,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202118,JU,age,692,indication,73584,5522,7.5,0.652,65.2,59.9,0.94,7.5,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202119,JU,age,952,indication,73584,6474,8.8,0.645,64.5,60.5,1.29,8.8,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202120,JU,age,934,indication,73584,7408,10.1,0.601,60.099999999999994,60.5,1.27,10.07,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202121,JU,age,1124,indication,73584,8532,11.6,0.598,59.8,60.4,1.53,11.59,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202122,JU,age,1169,indication,73584,9701,13.2,0.526,52.6,59.3,1.59,13.18,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202123,JU,age,471,indication,73584,10172,13.8,0.243,24.3,55.60000000000001,0.64,13.82,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202124,JU,age,321,indication,73584,10493,14.3,0.123,12.3,50.2,0.44,14.26,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202052,JU,chronic_disease,0,indication,73584,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202053,JU,chronic_disease,0,indication,73584,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202101,JU,chronic_disease,0,indication,73584,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202102,JU,chronic_disease,0,indication,73584,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202103,JU,chronic_disease,0,indication,73584,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202104,JU,chronic_disease,0,indication,73584,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202105,JU,chronic_disease,2,indication,73584,2,0,0.003,0.3,0.3,0,0,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202106,JU,chronic_disease,3,indication,73584,5,0,0.007,0.7000000000000001,0.4,0,0.01,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202107,JU,chronic_disease,25,indication,73584,30,0,0.03,3,1.5,0.03,0.04,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202108,JU,chronic_disease,75,indication,73584,105,0.1,0.172,17.2,4.3,0.1,0.14,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202109,JU,chronic_disease,95,indication,73584,200,0.3,0.225,22.5,7.000000000000001,0.13,0.27,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202110,JU,chronic_disease,49,indication,73584,249,0.3,0.094,9.4,7.3999999999999995,0.07,0.34,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202111,JU,chronic_disease,55,indication,73584,304,0.4,0.094,9.4,7.7,0.07,0.41,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202112,JU,chronic_disease,175,indication,73584,479,0.7,0.164,16.400000000000002,9.5,0.24,0.65,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202113,JU,chronic_disease,152,indication,73584,631,0.9,0.198,19.8,10.9,0.21,0.86,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202114,JU,chronic_disease,101,indication,73584,732,1,0.157,15.7,11.4,0.14,0.99,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202115,JU,chronic_disease,79,indication,73584,811,1.1,0.215,21.5,11.899999999999999,0.11,1.1,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202116,JU,chronic_disease,68,indication,73584,879,1.2,0.129,12.9,12,0.09,1.19,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202117,JU,chronic_disease,116,indication,73584,995,1.4,0.139,13.900000000000002,12.2,0.16,1.35,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202118,JU,chronic_disease,166,indication,73584,1161,1.6,0.156,15.6,12.6,0.23,1.58,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202119,JU,chronic_disease,276,indication,73584,1437,2,0.187,18.7,13.4,0.38,1.95,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202120,JU,chronic_disease,351,indication,73584,1788,2.4,0.226,22.6,14.6,0.48,2.43,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202121,JU,chronic_disease,426,indication,73584,2214,3,0.226,22.6,15.7,0.58,3.01,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202122,JU,chronic_disease,445,indication,73584,2659,3.6,0.2,20,16.3,0.6,3.61,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202123,JU,chronic_disease,402,indication,73584,3061,4.2,0.207,20.7,16.7,0.55,4.16,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202124,JU,chronic_disease,314,indication,73584,3375,4.6,0.12,12,16.1,0.43,4.59,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202052,JU,med_prof,0,indication,73584,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202053,JU,med_prof,0,indication,73584,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202101,JU,med_prof,0,indication,73584,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202102,JU,med_prof,0,indication,73584,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202103,JU,med_prof,0,indication,73584,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202104,JU,med_prof,0,indication,73584,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202105,JU,med_prof,138,indication,73584,138,0.2,0.189,18.9,18.9,0.19,0.19,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202106,JU,med_prof,80,indication,73584,218,0.3,0.181,18.099999999999998,18.6,0.11,0.3,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202107,JU,med_prof,149,indication,73584,367,0.5,0.181,18.099999999999998,18.4,0.2,0.5,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202108,JU,med_prof,9,indication,73584,376,0.5,0.021,2.1,15.5,0.01,0.51,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
202109,JU,med_prof,2,indication,73584,378,0.5,0.005,0.5,13.200000000000001,0,0.51,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed
